train_number,journey_date,station_sequence,station_code,station_name,scheduled_arrival,actual_arrival,arrival_delay,scheduled_departure,actual_departure,departure_delay,status
12002,2026-08-10,1,NDLS,New Delhi,,,,2026-08-10T06:00:00+05:30,,,departed
12002,2026-08-10,2,CSB,Shivaji Bridge,2026-08-10T06:01:00+05:30,,,2026-08-10T06:01:00+05:30,,,departed
12002,2026-08-10,3,TKJ,Tilak Bridge,2026-08-10T06:01:00+05:30,,,2026-08-10T06:01:00+05:30,,,departed
12002,2026-08-10,4,PGMD,Pragati Maidan,2026-08-10T06:02:00+05:30,,,2026-08-10T06:02:00+05:30,,,departed
12002,2026-08-10,5,NZM,Hazrat Nizamuddin Jn,2026-08-10T06:04:00+05:30,,,2026-08-10T06:04:00+05:30,,,departed
12002,2026-08-10,6,OKA,Okhla,2026-08-10T06:06:00+05:30,,,2026-08-10T06:06:00+05:30,,,departed
12002,2026-08-10,7,TKD,Tugalakabad,2026-08-10T06:10:00+05:30,,,2026-08-10T06:10:00+05:30,,,departed
12002,2026-08-10,8,TKDC,Tuglakabad Jn Block,2026-08-10T06:13:00+05:30,,,2026-08-10T06:13:00+05:30,,,departed
12002,2026-08-10,9,FDB,Faridabad,2026-08-10T06:16:00+05:30,,,2026-08-10T06:16:00+05:30,,,departed
12002,2026-08-10,10,FDN,Faridabad New Town,2026-08-10T06:18:00+05:30,,,2026-08-10T06:18:00+05:30,,,departed
12002,2026-08-10,11,BVH,Ballabgarh,2026-08-10T06:20:00+05:30,,,2026-08-10T06:20:00+05:30,,,departed
12002,2026-08-10,12,AST,Asaoti,2026-08-10T06:26:00+05:30,,,2026-08-10T06:26:00+05:30,,,departed
12002,2026-08-10,13,PWL,Palwal,2026-08-10T06:32:00+05:30,,,2026-08-10T06:32:00+05:30,,,departed
12002,2026-08-10,14,RDE,Rundhi,2026-08-10T06:37:00+05:30,,,2026-08-10T06:37:00+05:30,,,departed
12002,2026-08-10,15,SHLK,Sholaka,2026-08-10T06:43:00+05:30,,,2026-08-10T06:43:00+05:30,,,departed
12002,2026-08-10,16,BNCR,Banchari,2026-08-10T06:45:00+05:30,,,2026-08-10T06:45:00+05:30,,,departed
12002,2026-08-10,17,HDL,Hodal,2026-08-10T06:49:00+05:30,,,2026-08-10T06:49:00+05:30,,,departed
12002,2026-08-10,18,KSV,Kosi Kalan,2026-08-10T06:56:00+05:30,,,2026-08-10T06:56:00+05:30,,,departed
12002,2026-08-10,19,CHJ,Chata,2026-08-10T07:02:00+05:30,,,2026-08-10T07:02:00+05:30,,,departed
12002,2026-08-10,20,AJH,Ajhai,2026-08-10T07:07:00+05:30,,,2026-08-10T07:07:00+05:30,,,departed
12002,2026-08-10,21,VRBD,Vrindaban Road,2026-08-10T07:13:00+05:30,,,2026-08-10T07:13:00+05:30,,,departed
12002,2026-08-10,22,BTSR,Bhuteshwar,2026-08-10T07:18:00+05:30,,,2026-08-10T07:18:00+05:30,,,departed
12002,2026-08-10,23,MTJ,Mathura Jn,2026-08-10T07:19:00+05:30,2026-08-10T07:38:00+05:30,19.0,2026-08-10T07:20:00+05:30,2026-08-10T07:40:36+05:30,21.0,departed
12002,2026-08-10,24,BAD,Baad,2026-08-10T07:25:00+05:30,,,2026-08-10T07:25:00+05:30,,,departed
12002,2026-08-10,25,FAR,Farah,2026-08-10T07:30:00+05:30,,,2026-08-10T07:30:00+05:30,,,departed
12002,2026-08-10,26,DDDM,Deen Dayal Dham,2026-08-10T07:32:00+05:30,,,2026-08-10T07:32:00+05:30,,,departed
12002,2026-08-10,27,KXM,Kitham,2026-08-10T07:37:00+05:30,,,2026-08-10T07:37:00+05:30,,,departed
12002,2026-08-10,28,RNKA,Runkuta,2026-08-10T07:42:00+05:30,,,2026-08-10T07:42:00+05:30,,,departed
12002,2026-08-10,29,BFP,Bilochpura (Agra),2026-08-10T07:47:00+05:30,,,2026-08-10T07:47:00+05:30,,,departed
12002,2026-08-10,30,RKM,Raja-ki-Mandi,2026-08-10T07:48:00+05:30,,,2026-08-10T07:48:00+05:30,,,departed
12002,2026-08-10,31,AGC,Agra Cantt,2026-08-10T07:50:00+05:30,2026-08-10T08:13:44+05:30,24.0,2026-08-10T07:55:00+05:30,2026-08-10T08:28:15+05:30,33.0,departed
12002,2026-08-10,32,BHA,Bhandai,2026-08-10T08:04:00+05:30,,,2026-08-10T08:04:00+05:30,,,departed
12002,2026-08-10,33,JJ,Jajau,2026-08-10T08:17:00+05:30,,,2026-08-10T08:17:00+05:30,,,departed
12002,2026-08-10,34,MIA,Mania,2026-08-10T08:29:00+05:30,,,2026-08-10T08:29:00+05:30,,,departed
12002,2026-08-10,35,DHO,Dhaulpur,2026-08-10T08:39:00+05:30,2026-08-10T08:55:17+05:30,16.0,2026-08-10T08:40:00+05:30,2026-08-10T09:01:34+05:30,22.0,departed
12002,2026-08-10,36,GHER,Gher,2026-08-10T08:44:00+05:30,,,2026-08-10T08:44:00+05:30,,,departed
12002,2026-08-10,37,HET,Hetampur,2026-08-10T08:48:00+05:30,,,2026-08-10T08:48:00+05:30,,,departed
12002,2026-08-10,38,SIKD,Sikroda Kwanri,2026-08-10T08:51:00+05:30,,,2026-08-10T08:51:00+05:30,,,departed
12002,2026-08-10,39,MRA,Morena,2026-08-10T08:57:00+05:30,2026-08-10T09:14:10+05:30,17.0,2026-08-10T08:58:00+05:30,2026-08-10T09:21:58+05:30,24.0,departed
12002,2026-08-10,40,SANK,Sank,2026-08-10T09:04:00+05:30,,,2026-08-10T09:04:00+05:30,,,departed
12002,2026-08-10,41,NUB,Nurabad,2026-08-10T09:07:00+05:30,,,2026-08-10T09:07:00+05:30,,,departed
12002,2026-08-10,42,BAO,Banmore,2026-08-10T09:11:00+05:30,,,2026-08-10T09:11:00+05:30,,,departed
12002,2026-08-10,43,RRU,Rayaru,2026-08-10T09:15:00+05:30,,,2026-08-10T09:15:00+05:30,,,departed
12002,2026-08-10,44,BLNR,Birlanagar,2026-08-10T09:21:00+05:30,,,2026-08-10T09:21:00+05:30,,,departed
12002,2026-08-10,45,GWL,Gwalior Jn,2026-08-10T09:23:00+05:30,2026-08-10T09:44:59+05:30,22.0,2026-08-10T09:28:00+05:30,2026-08-10T09:46:23+05:30,18.0,departed
12002,2026-08-10,46,STLI,Sithouli,2026-08-10T09:35:00+05:30,,,2026-08-10T09:35:00+05:30,,,departed
12002,2026-08-10,47,SLV,Sandalpur,2026-08-10T09:41:00+05:30,,,2026-08-10T09:41:00+05:30,,,departed
12002,2026-08-10,48,ARI,Antri,2026-08-10T09:46:00+05:30,,,2026-08-10T09:46:00+05:30,,,departed
12002,2026-08-10,49,AEH,Anantpaith,2026-08-10T09:54:00+05:30,,,2026-08-10T09:54:00+05:30,,,departed
12002,2026-08-10,50,SMTL,Simariatal,2026-08-10T09:57:00+05:30,,,2026-08-10T09:57:00+05:30,,,departed
12002,2026-08-10,51,DBA,Dabra,2026-08-10T10:01:00+05:30,,,2026-08-10T10:01:00+05:30,,,departed
12002,2026-08-10,52,KTRA,Kotra,2026-08-10T10:09:00+05:30,,,2026-08-10T10:09:00+05:30,,,departed
12002,2026-08-10,53,SOR,Sonagir,2026-08-10T10:16:00+05:30,,,2026-08-10T10:16:00+05:30,,,departed
12002,2026-08-10,54,DAA,Datia,2026-08-10T10:25:00+05:30,,,2026-08-10T10:25:00+05:30,,,departed
12002,2026-08-10,55,KRQ,Karari,2026-08-10T10:36:00+05:30,,,2026-08-10T10:36:00+05:30,,,departed
12002,2026-08-10,56,VGLJ,Veerangana Lakshmibai Jhansi,2026-08-10T10:45:00+05:30,2026-08-10T10:49:51+05:30,5.0,2026-08-10T10:50:00+05:30,2026-08-10T11:03:41+05:30,14.0,departed
12002,2026-08-10,57,BJI,Bijauli,2026-08-10T10:55:00+05:30,,,2026-08-10T10:55:00+05:30,,,departed
12002,2026-08-10,58,KHJ,Khajraha,2026-08-10T11:00:00+05:30,,,2026-08-10T11:00:00+05:30,,,departed
12002,2026-08-10,59,BAB,Babina,2026-08-10T11:05:00+05:30,,,2026-08-10T11:05:00+05:30,,,departed
12002,2026-08-10,60,BPW,Burhpura,2026-08-10T11:08:00+05:30,,,2026-08-10T11:08:00+05:30,,,departed
12002,2026-08-10,61,BZY,Basai,2026-08-10T11:12:00+05:30,,,2026-08-10T11:12:00+05:30,,,departed
12002,2026-08-10,62,MZX,Matatila,2026-08-10T11:16:00+05:30,,,2026-08-10T11:16:00+05:30,,,departed
12002,2026-08-10,63,TBT,Talbahat,2026-08-10T11:19:00+05:30,,,2026-08-10T11:19:00+05:30,,,departed
12002,2026-08-10,64,DLA,Daulta,2026-08-10T11:22:00+05:30,,,2026-08-10T11:22:00+05:30,,,departed
12002,2026-08-10,65,BJA,Bijrotha,2026-08-10T11:25:00+05:30,,,2026-08-10T11:25:00+05:30,,,departed
12002,2026-08-10,66,JHA,Jakhaura,2026-08-10T11:30:00+05:30,,,2026-08-10T11:30:00+05:30,,,departed
12002,2026-08-10,67,DWA,Dailwara,2026-08-10T11:36:00+05:30,,,2026-08-10T11:36:00+05:30,,,departed
12002,2026-08-10,68,LAR,Lalitpur,2026-08-10T11:42:00+05:30,2026-08-10T11:57:53+05:30,16.0,2026-08-10T11:43:00+05:30,2026-08-10T12:03:01+05:30,20.0,departed
12002,2026-08-10,69,JRO,Jiron,2026-08-10T11:52:00+05:30,,,2026-08-10T11:52:00+05:30,,,departed
12002,2026-08-10,70,JLN,Jakhlaun,2026-08-10T11:58:00+05:30,,,2026-08-10T11:58:00+05:30,,,departed
12002,2026-08-10,71,DUA,Dhaura,2026-08-10T12:09:00+05:30,,,2026-08-10T12:09:00+05:30,,,departed
12002,2026-08-10,72,MXS,Mohasa,2026-08-10T12:17:00+05:30,,,2026-08-10T12:17:00+05:30,,,departed
12002,2026-08-10,73,KOA,Karonda,2026-08-10T12:22:00+05:30,,,2026-08-10T12:22:00+05:30,,,departed
12002,2026-08-10,74,AGD,Agasod,2026-08-10T12:33:00+05:30,,,2026-08-10T12:33:00+05:30,,,departed
12002,2026-08-10,75,BINA,Bina Jn,2026-08-10T12:40:00+05:30,2026-08-10T12:44:56+05:30,5.0,2026-08-10T12:42:00+05:30,2026-08-10T12:49:42+05:30,8.0,departed
12002,2026-08-10,76,KIKA,Kurwai-Kethora,2026-08-10T12:48:00+05:30,,,2026-08-10T12:48:00+05:30,,,departed
12002,2026-08-10,77,MABA,Mandi Bamora,2026-08-10T12:53:00+05:30,,,2026-08-10T12:53:00+05:30,,,departed
12002,2026-08-10,78,KAH,Kalhar,2026-08-10T12:59:00+05:30,,,2026-08-10T12:59:00+05:30,,,departed
12002,2026-08-10,79,BET,Bareth,2026-08-10T13:05:00+05:30,,,2026-08-10T13:05:00+05:30,,,departed
12002,2026-08-10,80,RKDI,Rau Khedi,2026-08-10T13:09:00+05:30,,,2026-08-10T13:09:00+05:30,,,departed
12002,2026-08-10,81,BAQ,Ganj Basoda,2026-08-10T13:12:00+05:30,,,2026-08-10T13:12:00+05:30,,,departed
12002,2026-08-10,82,PAI,Pabai,2026-08-10T13:17:00+05:30,,,2026-08-10T13:17:00+05:30,,,departed
12002,2026-08-10,83,GLG,Gulabganj,2026-08-10T13:24:00+05:30,,,2026-08-10T13:24:00+05:30,,,departed
12002,2026-08-10,84,SUMR,Sumer,2026-08-10T13:28:00+05:30,,,2026-08-10T13:28:00+05:30,,,departed
12002,2026-08-10,85,SORI,Sorai,2026-08-10T13:34:00+05:30,,,2026-08-10T13:34:00+05:30,,,departed
12002,2026-08-10,86,BHS,Vidisha,2026-08-10T13:37:00+05:30,,,2026-08-10T13:37:00+05:30,,,departed
12002,2026-08-10,87,SCI,Sanchi,2026-08-10T13:43:00+05:30,,,2026-08-10T13:43:00+05:30,,,departed
12002,2026-08-10,88,SMT,Salamatpur,2026-08-10T13:48:00+05:30,,,2026-08-10T13:48:00+05:30,,,departed
12002,2026-08-10,89,DWG,Dewanganj,2026-08-10T13:54:00+05:30,,,2026-08-10T13:54:00+05:30,,,departed
12002,2026-08-10,90,BVB,Bhad Bhada Ghat,2026-08-10T14:00:00+05:30,,,2026-08-10T14:00:00+05:30,,,departed
12002,2026-08-10,91,SUW,Sukhi Sewaniyan,2026-08-10T14:05:00+05:30,,,2026-08-10T14:05:00+05:30,,,departed
12002,2026-08-10,92,NSZ,Nishatpura,2026-08-10T14:10:00+05:30,,,2026-08-10T14:10:00+05:30,,,departed
12002,2026-08-10,93,BPL,Bhopal Jn,2026-08-10T14:12:00+05:30,2026-08-10T14:17:55+05:30,6.0,2026-08-10T14:15:00+05:30,2026-08-10T14:30:21+05:30,15.0,departed
12002,2026-08-10,94,RKMP,Rani Kamalapati,2026-08-10T14:40:00+05:30,2026-08-10T14:45:20+05:30,5.0,,,,at-station
12002,2026-08-11,1,NDLS,New Delhi,,,,2026-08-11T06:00:00+05:30,,,departed
12002,2026-08-11,2,CSB,Shivaji Bridge,2026-08-11T06:01:00+05:30,,,2026-08-11T06:01:00+05:30,,,departed
12002,2026-08-11,3,TKJ,Tilak Bridge,2026-08-11T06:01:00+05:30,,,2026-08-11T06:01:00+05:30,,,departed
12002,2026-08-11,4,PGMD,Pragati Maidan,2026-08-11T06:02:00+05:30,,,2026-08-11T06:02:00+05:30,,,departed
12002,2026-08-11,5,NZM,Hazrat Nizamuddin Jn,2026-08-11T06:04:00+05:30,,,2026-08-11T06:04:00+05:30,,,departed
12002,2026-08-11,6,OKA,Okhla,2026-08-11T06:06:00+05:30,,,2026-08-11T06:06:00+05:30,,,departed
12002,2026-08-11,7,TKD,Tugalakabad,2026-08-11T06:10:00+05:30,,,2026-08-11T06:10:00+05:30,,,departed
12002,2026-08-11,8,TKDC,Tuglakabad Jn Block,2026-08-11T06:13:00+05:30,,,2026-08-11T06:13:00+05:30,,,departed
12002,2026-08-11,9,FDB,Faridabad,2026-08-11T06:16:00+05:30,,,2026-08-11T06:16:00+05:30,,,departed
12002,2026-08-11,10,FDN,Faridabad New Town,2026-08-11T06:18:00+05:30,,,2026-08-11T06:18:00+05:30,,,departed
12002,2026-08-11,11,BVH,Ballabgarh,2026-08-11T06:20:00+05:30,,,2026-08-11T06:20:00+05:30,,,departed
12002,2026-08-11,12,AST,Asaoti,2026-08-11T06:26:00+05:30,,,2026-08-11T06:26:00+05:30,,,departed
12002,2026-08-11,13,PWL,Palwal,2026-08-11T06:32:00+05:30,,,2026-08-11T06:32:00+05:30,,,departed
12002,2026-08-11,14,RDE,Rundhi,2026-08-11T06:37:00+05:30,,,2026-08-11T06:37:00+05:30,,,departed
12002,2026-08-11,15,SHLK,Sholaka,2026-08-11T06:43:00+05:30,,,2026-08-11T06:43:00+05:30,,,departed
12002,2026-08-11,16,BNCR,Banchari,2026-08-11T06:45:00+05:30,,,2026-08-11T06:45:00+05:30,,,departed
12002,2026-08-11,17,HDL,Hodal,2026-08-11T06:49:00+05:30,,,2026-08-11T06:49:00+05:30,,,departed
12002,2026-08-11,18,KSV,Kosi Kalan,2026-08-11T06:56:00+05:30,,,2026-08-11T06:56:00+05:30,,,departed
12002,2026-08-11,19,CHJ,Chata,2026-08-11T07:02:00+05:30,,,2026-08-11T07:02:00+05:30,,,departed
12002,2026-08-11,20,AJH,Ajhai,2026-08-11T07:07:00+05:30,,,2026-08-11T07:07:00+05:30,,,departed
12002,2026-08-11,21,VRBD,Vrindaban Road,2026-08-11T07:13:00+05:30,,,2026-08-11T07:13:00+05:30,,,departed
12002,2026-08-11,22,BTSR,Bhuteshwar,2026-08-11T07:18:00+05:30,,,2026-08-11T07:18:00+05:30,,,departed
12002,2026-08-11,23,MTJ,Mathura Jn,2026-08-11T07:19:00+05:30,2026-08-11T07:32:29+05:30,13.0,2026-08-11T07:20:00+05:30,2026-08-11T07:34:15+05:30,14.0,departed
12002,2026-08-11,24,BAD,Baad,2026-08-11T07:25:00+05:30,,,2026-08-11T07:25:00+05:30,,,departed
12002,2026-08-11,25,FAR,Farah,2026-08-11T07:30:00+05:30,,,2026-08-11T07:30:00+05:30,,,departed
12002,2026-08-11,26,DDDM,Deen Dayal Dham,2026-08-11T07:32:00+05:30,,,2026-08-11T07:32:00+05:30,,,departed
12002,2026-08-11,27,KXM,Kitham,2026-08-11T07:37:00+05:30,,,2026-08-11T07:37:00+05:30,,,departed
12002,2026-08-11,28,RNKA,Runkuta,2026-08-11T07:42:00+05:30,,,2026-08-11T07:42:00+05:30,,,departed
12002,2026-08-11,29,BFP,Bilochpura (Agra),2026-08-11T07:47:00+05:30,,,2026-08-11T07:47:00+05:30,,,departed
12002,2026-08-11,30,RKM,Raja-ki-Mandi,2026-08-11T07:48:00+05:30,,,2026-08-11T07:48:00+05:30,,,departed
12002,2026-08-11,31,AGC,Agra Cantt,2026-08-11T07:50:00+05:30,2026-08-11T08:16:34+05:30,27.0,2026-08-11T07:55:00+05:30,2026-08-11T08:18:12+05:30,23.0,departed
12002,2026-08-11,32,BHA,Bhandai,2026-08-11T08:04:00+05:30,,,2026-08-11T08:04:00+05:30,,,departed
12002,2026-08-11,33,JJ,Jajau,2026-08-11T08:17:00+05:30,,,2026-08-11T08:17:00+05:30,,,departed
12002,2026-08-11,34,MIA,Mania,2026-08-11T08:29:00+05:30,,,2026-08-11T08:29:00+05:30,,,departed
12002,2026-08-11,35,DHO,Dhaulpur,2026-08-11T08:39:00+05:30,2026-08-11T08:52:19+05:30,13.0,2026-08-11T08:40:00+05:30,2026-08-11T08:53:33+05:30,14.0,departed
12002,2026-08-11,36,GHER,Gher,2026-08-11T08:44:00+05:30,,,2026-08-11T08:44:00+05:30,,,departed
12002,2026-08-11,37,HET,Hetampur,2026-08-11T08:48:00+05:30,,,2026-08-11T08:48:00+05:30,,,departed
12002,2026-08-11,38,SIKD,Sikroda Kwanri,2026-08-11T08:51:00+05:30,,,2026-08-11T08:51:00+05:30,,,departed
12002,2026-08-11,39,MRA,Morena,2026-08-11T08:57:00+05:30,2026-08-11T09:16:34+05:30,20.0,2026-08-11T08:58:00+05:30,2026-08-11T09:17:55+05:30,20.0,departed
12002,2026-08-11,40,SANK,Sank,2026-08-11T09:04:00+05:30,,,2026-08-11T09:04:00+05:30,,,departed
12002,2026-08-11,41,NUB,Nurabad,2026-08-11T09:07:00+05:30,,,2026-08-11T09:07:00+05:30,,,departed
12002,2026-08-11,42,BAO,Banmore,2026-08-11T09:11:00+05:30,,,2026-08-11T09:11:00+05:30,,,departed
12002,2026-08-11,43,RRU,Rayaru,2026-08-11T09:15:00+05:30,,,2026-08-11T09:15:00+05:30,,,departed
12002,2026-08-11,44,BLNR,Birlanagar,2026-08-11T09:21:00+05:30,,,2026-08-11T09:21:00+05:30,,,departed
12002,2026-08-11,45,GWL,Gwalior Jn,2026-08-11T09:23:00+05:30,2026-08-11T09:39:29+05:30,16.0,2026-08-11T09:28:00+05:30,2026-08-11T09:51:15+05:30,23.0,departed
12002,2026-08-11,46,STLI,Sithouli,2026-08-11T09:35:00+05:30,,,2026-08-11T09:35:00+05:30,,,departed
12002,2026-08-11,47,SLV,Sandalpur,2026-08-11T09:41:00+05:30,,,2026-08-11T09:41:00+05:30,,,departed
12002,2026-08-11,48,ARI,Antri,2026-08-11T09:46:00+05:30,,,2026-08-11T09:46:00+05:30,,,departed
12002,2026-08-11,49,AEH,Anantpaith,2026-08-11T09:54:00+05:30,,,2026-08-11T09:54:00+05:30,,,departed
12002,2026-08-11,50,SMTL,Simariatal,2026-08-11T09:57:00+05:30,,,2026-08-11T09:57:00+05:30,,,departed
12002,2026-08-11,51,DBA,Dabra,2026-08-11T10:01:00+05:30,,,2026-08-11T10:01:00+05:30,,,departed
12002,2026-08-11,52,KTRA,Kotra,2026-08-11T10:09:00+05:30,,,2026-08-11T10:09:00+05:30,,,departed
12002,2026-08-11,53,SOR,Sonagir,2026-08-11T10:16:00+05:30,,,2026-08-11T10:16:00+05:30,,,departed
12002,2026-08-11,54,DAA,Datia,2026-08-11T10:25:00+05:30,,,2026-08-11T10:25:00+05:30,,,departed
12002,2026-08-11,55,KRQ,Karari,2026-08-11T10:36:00+05:30,,,2026-08-11T10:36:00+05:30,,,departed
12002,2026-08-11,56,VGLJ,Veerangana Lakshmibai Jhansi,2026-08-11T10:45:00+05:30,2026-08-11T11:00:56+05:30,16.0,2026-08-11T10:50:00+05:30,2026-08-11T11:08:46+05:30,19.0,departed
12002,2026-08-11,57,BJI,Bijauli,2026-08-11T10:55:00+05:30,,,2026-08-11T10:55:00+05:30,,,departed
12002,2026-08-11,58,KHJ,Khajraha,2026-08-11T11:00:00+05:30,,,2026-08-11T11:00:00+05:30,,,departed
12002,2026-08-11,59,BAB,Babina,2026-08-11T11:05:00+05:30,,,2026-08-11T11:05:00+05:30,,,departed
12002,2026-08-11,60,BPW,Burhpura,2026-08-11T11:08:00+05:30,,,2026-08-11T11:08:00+05:30,,,departed
12002,2026-08-11,61,BZY,Basai,2026-08-11T11:12:00+05:30,,,2026-08-11T11:12:00+05:30,,,departed
12002,2026-08-11,62,MZX,Matatila,2026-08-11T11:16:00+05:30,,,2026-08-11T11:16:00+05:30,,,departed
12002,2026-08-11,63,TBT,Talbahat,2026-08-11T11:19:00+05:30,,,2026-08-11T11:19:00+05:30,,,departed
12002,2026-08-11,64,DLA,Daulta,2026-08-11T11:22:00+05:30,,,2026-08-11T11:22:00+05:30,,,departed
12002,2026-08-11,65,BJA,Bijrotha,2026-08-11T11:25:00+05:30,,,2026-08-11T11:25:00+05:30,,,departed
12002,2026-08-11,66,JHA,Jakhaura,2026-08-11T11:30:00+05:30,,,2026-08-11T11:30:00+05:30,,,departed
12002,2026-08-11,67,DWA,Dailwara,2026-08-11T11:36:00+05:30,,,2026-08-11T11:36:00+05:30,,,departed
12002,2026-08-11,68,LAR,Lalitpur,2026-08-11T11:42:00+05:30,2026-08-11T12:00:39+05:30,19.0,2026-08-11T11:43:00+05:30,2026-08-11T12:03:00+05:30,20.0,departed
12002,2026-08-11,69,JRO,Jiron,2026-08-11T11:52:00+05:30,,,2026-08-11T11:52:00+05:30,,,departed
12002,2026-08-11,70,JLN,Jakhlaun,2026-08-11T11:58:00+05:30,,,2026-08-11T11:58:00+05:30,,,departed
12002,2026-08-11,71,DUA,Dhaura,2026-08-11T12:09:00+05:30,,,2026-08-11T12:09:00+05:30,,,departed
12002,2026-08-11,72,MXS,Mohasa,2026-08-11T12:17:00+05:30,,,2026-08-11T12:17:00+05:30,,,departed
12002,2026-08-11,73,KOA,Karonda,2026-08-11T12:22:00+05:30,,,2026-08-11T12:22:00+05:30,,,departed
12002,2026-08-11,74,AGD,Agasod,2026-08-11T12:33:00+05:30,,,2026-08-11T12:33:00+05:30,,,departed
12002,2026-08-11,75,BINA,Bina Jn,2026-08-11T12:40:00+05:30,2026-08-11T12:43:40+05:30,4.0,2026-08-11T12:42:00+05:30,2026-08-11T12:50:45+05:30,9.0,departed
12002,2026-08-11,76,KIKA,Kurwai-Kethora,2026-08-11T12:48:00+05:30,,,2026-08-11T12:48:00+05:30,,,departed
12002,2026-08-11,77,MABA,Mandi Bamora,2026-08-11T12:53:00+05:30,,,2026-08-11T12:53:00+05:30,,,departed
12002,2026-08-11,78,KAH,Kalhar,2026-08-11T12:59:00+05:30,,,2026-08-11T12:59:00+05:30,,,departed
12002,2026-08-11,79,BET,Bareth,2026-08-11T13:05:00+05:30,,,2026-08-11T13:05:00+05:30,,,departed
12002,2026-08-11,80,RKDI,Rau Khedi,2026-08-11T13:09:00+05:30,,,2026-08-11T13:09:00+05:30,,,departed
12002,2026-08-11,81,BAQ,Ganj Basoda,2026-08-11T13:12:00+05:30,,,2026-08-11T13:12:00+05:30,,,departed
12002,2026-08-11,82,PAI,Pabai,2026-08-11T13:17:00+05:30,,,2026-08-11T13:17:00+05:30,,,departed
12002,2026-08-11,83,GLG,Gulabganj,2026-08-11T13:24:00+05:30,,,2026-08-11T13:24:00+05:30,,,departed
12002,2026-08-11,84,SUMR,Sumer,2026-08-11T13:28:00+05:30,,,2026-08-11T13:28:00+05:30,,,departed
12002,2026-08-11,85,SORI,Sorai,2026-08-11T13:34:00+05:30,,,2026-08-11T13:34:00+05:30,,,departed
12002,2026-08-11,86,BHS,Vidisha,2026-08-11T13:37:00+05:30,,,2026-08-11T13:37:00+05:30,,,departed
12002,2026-08-11,87,SCI,Sanchi,2026-08-11T13:43:00+05:30,,,2026-08-11T13:43:00+05:30,,,departed
12002,2026-08-11,88,SMT,Salamatpur,2026-08-11T13:48:00+05:30,,,2026-08-11T13:48:00+05:30,,,departed
12002,2026-08-11,89,DWG,Dewanganj,2026-08-11T13:54:00+05:30,,,2026-08-11T13:54:00+05:30,,,departed
12002,2026-08-11,90,BVB,Bhad Bhada Ghat,2026-08-11T14:00:00+05:30,,,2026-08-11T14:00:00+05:30,,,departed
12002,2026-08-11,91,SUW,Sukhi Sewaniyan,2026-08-11T14:05:00+05:30,,,2026-08-11T14:05:00+05:30,,,departed
12002,2026-08-11,92,NSZ,Nishatpura,2026-08-11T14:10:00+05:30,,,2026-08-11T14:10:00+05:30,,,departed
12002,2026-08-11,93,BPL,Bhopal Jn,2026-08-11T14:12:00+05:30,2026-08-11T14:17:48+05:30,6.0,2026-08-11T14:15:00+05:30,2026-08-11T14:30:20+05:30,15.0,departed
12002,2026-08-11,94,RKMP,Rani Kamalapati,2026-08-11T14:40:00+05:30,2026-08-11T14:37:49+05:30,0.0,,,,at-station
12002,2026-08-12,1,NDLS,New Delhi,,,,2026-08-12T06:00:00+05:30,,,departed
12002,2026-08-12,2,CSB,Shivaji Bridge,2026-08-12T06:01:00+05:30,,,2026-08-12T06:01:00+05:30,,,departed
12002,2026-08-12,3,TKJ,Tilak Bridge,2026-08-12T06:01:00+05:30,,,2026-08-12T06:01:00+05:30,,,departed
12002,2026-08-12,4,PGMD,Pragati Maidan,2026-08-12T06:02:00+05:30,,,2026-08-12T06:02:00+05:30,,,departed
12002,2026-08-12,5,NZM,Hazrat Nizamuddin Jn,2026-08-12T06:04:00+05:30,,,2026-08-12T06:04:00+05:30,,,departed
12002,2026-08-12,6,OKA,Okhla,2026-08-12T06:06:00+05:30,,,2026-08-12T06:06:00+05:30,,,departed
12002,2026-08-12,7,TKD,Tugalakabad,2026-08-12T06:10:00+05:30,,,2026-08-12T06:10:00+05:30,,,departed
12002,2026-08-12,8,TKDC,Tuglakabad Jn Block,2026-08-12T06:13:00+05:30,,,2026-08-12T06:13:00+05:30,,,departed
12002,2026-08-12,9,FDB,Faridabad,2026-08-12T06:16:00+05:30,,,2026-08-12T06:16:00+05:30,,,departed
12002,2026-08-12,10,FDN,Faridabad New Town,2026-08-12T06:18:00+05:30,,,2026-08-12T06:18:00+05:30,,,departed
12002,2026-08-12,11,BVH,Ballabgarh,2026-08-12T06:20:00+05:30,,,2026-08-12T06:20:00+05:30,,,departed
12002,2026-08-12,12,AST,Asaoti,2026-08-12T06:26:00+05:30,,,2026-08-12T06:26:00+05:30,,,departed
12002,2026-08-12,13,PWL,Palwal,2026-08-12T06:32:00+05:30,,,2026-08-12T06:32:00+05:30,,,departed
12002,2026-08-12,14,RDE,Rundhi,2026-08-12T06:37:00+05:30,,,2026-08-12T06:37:00+05:30,,,departed
12002,2026-08-12,15,SHLK,Sholaka,2026-08-12T06:43:00+05:30,,,2026-08-12T06:43:00+05:30,,,departed
12002,2026-08-12,16,BNCR,Banchari,2026-08-12T06:45:00+05:30,,,2026-08-12T06:45:00+05:30,,,departed
12002,2026-08-12,17,HDL,Hodal,2026-08-12T06:49:00+05:30,,,2026-08-12T06:49:00+05:30,,,departed
12002,2026-08-12,18,KSV,Kosi Kalan,2026-08-12T06:56:00+05:30,,,2026-08-12T06:56:00+05:30,,,departed
