train_number,journey_date,station_sequence,station_code,station_name,scheduled_arrival,actual_arrival,arrival_delay,scheduled_departure,actual_departure,departure_delay,status
12002,2026-08-18,10,FDN,Faridabad New Town,2026-08-18T06:18:00+05:30,,,2026-08-18T06:18:00+05:30,,,departed
12002,2026-08-18,11,BVH,Ballabgarh,2026-08-18T06:20:00+05:30,,,2026-08-18T06:20:00+05:30,,,departed
12002,2026-08-18,12,AST,Asaoti,2026-08-18T06:26:00+05:30,,,2026-08-18T06:26:00+05:30,,,departed
12002,2026-08-18,13,PWL,Palwal,2026-08-18T06:32:00+05:30,,,2026-08-18T06:32:00+05:30,,,departed
12002,2026-08-18,14,RDE,Rundhi,2026-08-18T06:37:00+05:30,,,2026-08-18T06:37:00+05:30,,,departed
12002,2026-08-18,15,SHLK,Sholaka,2026-08-18T06:43:00+05:30,,,2026-08-18T06:43:00+05:30,,,departed
12002,2026-08-18,16,BNCR,Banchari,2026-08-18T06:45:00+05:30,,,2026-08-18T06:45:00+05:30,,,departed
12002,2026-08-18,17,HDL,Hodal,2026-08-18T06:49:00+05:30,,,2026-08-18T06:49:00+05:30,,,departed
12002,2026-08-18,18,KSV,Kosi Kalan,2026-08-18T06:56:00+05:30,,,2026-08-18T06:56:00+05:30,,,departed
12002,2026-08-18,19,CHJ,Chata,2026-08-18T07:02:00+05:30,,,2026-08-18T07:02:00+05:30,,,departed
12002,2026-08-18,20,AJH,Ajhai,2026-08-18T07:07:00+05:30,,,2026-08-18T07:07:00+05:30,,,departed
12002,2026-08-18,21,VRBD,Vrindaban Road,2026-08-18T07:13:00+05:30,,,2026-08-18T07:13:00+05:30,,,departed
12002,2026-08-18,22,BTSR,Bhuteshwar,2026-08-18T07:18:00+05:30,,,2026-08-18T07:18:00+05:30,,,departed
12002,2026-08-18,23,MTJ,Mathura Jn,2026-08-18T07:19:00+05:30,2026-08-18T07:31:49+05:30,12.0,2026-08-18T07:20:00+05:30,2026-08-18T07:32:59+05:30,15.0,departed
12002,2026-08-18,24,BAD,Baad,2026-08-18T07:25:00+05:30,,,2026-08-18T07:25:00+05:30,,,departed
12002,2026-08-18,25,FAR,Farah,2026-08-18T07:30:00+05:30,,,2026-08-18T07:30:00+05:30,,,departed
12002,2026-08-18,26,DDDM,Deen Dayal Dham,2026-08-18T07:32:00+05:30,,,2026-08-18T07:32:00+05:30,,,departed
12002,2026-08-18,27,KXM,Kitham,2026-08-18T07:37:00+05:30,,,2026-08-18T07:37:00+05:30,,,departed
12002,2026-08-18,28,RNKA,Runkuta,2026-08-18T07:42:00+05:30,,,2026-08-18T07:42:00+05:30,,,departed
12002,2026-08-18,29,BFP,Bilochpura (Agra),2026-08-18T07:47:00+05:30,,,2026-08-18T07:47:00+05:30,,,departed
12002,2026-08-18,30,RKM,Raja-ki-Mandi,2026-08-18T07:48:00+05:30,,,2026-08-18T07:48:00+05:30,,,departed
12002,2026-08-18,31,AGC,Agra Cantt,2026-08-18T07:50:00+05:30,2026-08-18T08:06:44+05:30,17.0,2026-08-18T07:55:00+05:30,2026-08-18T08:14:14+05:30,22.0,departed
12002,2026-08-18,32,BHA,Bhandai,2026-08-18T08:04:00+05:30,,,2026-08-18T08:04:00+05:30,,,departed
12002,2026-08-18,33,JJ,Jajau,2026-08-18T08:17:00+05:30,,,2026-08-18T08:17:00+05:30,,,departed
12002,2026-08-18,34,MIA,Mania,2026-08-18T08:29:00+05:30,,,2026-08-18T08:29:00+05:30,,,departed
12002,2026-08-18,35,DHO,Dhaulpur,2026-08-18T08:39:00+05:30,2026-08-18T08:49:48+05:30,10.0,2026-08-18T08:40:00+05:30,2026-08-18T08:53:45+05:30,12.0,departed
12002,2026-08-18,36,GHER,Gher,2026-08-18T08:44:00+05:30,,,2026-08-18T08:44:00+05:30,,,departed
12002,2026-08-18,37,HET,Hetampur,2026-08-18T08:48:00+05:30,,,2026-08-18T08:48:00+05:30,,,departed
12002,2026-08-18,38,SIKD,Sikroda Kwanri,2026-08-18T08:51:00+05:30,,,2026-08-18T08:51:00+05:30,,,departed
12002,2026-08-18,39,MRA,Morena,2026-08-18T08:57:00+05:30,2026-08-18T09:13:51+05:30,16.0,2026-08-18T08:58:00+05:30,2026-08-18T09:15:26+05:30,19.0,departed
12002,2026-08-18,40,SANK,Sank,2026-08-18T09:04:00+05:30,,,2026-08-18T09:04:00+05:30,,,departed
12002,2026-08-18,41,NUB,Nurabad,2026-08-18T09:07:00+05:30,,,2026-08-18T09:07:00+05:30,,,departed
12002,2026-08-18,42,BAO,Banmore,2026-08-18T09:11:00+05:30,,,2026-08-18T09:11:00+05:30,,,departed
12002,2026-08-18,43,RRU,Rayaru,2026-08-18T09:15:00+05:30,,,2026-08-18T09:15:00+05:30,,,departed
12002,2026-08-18,44,BLNR,Birlanagar,2026-08-18T09:21:00+05:30,,,2026-08-18T09:21:00+05:30,,,departed
12002,2026-08-18,45,GWL,Gwalior Jn,2026-08-18T09:23:00+05:30,2026-08-18T09:42:36+05:30,20.0,2026-08-18T09:28:00+05:30,2026-08-18T09:50:26+05:30,23.0,departed
12002,2026-08-18,46,STLI,Sithouli,2026-08-18T09:35:00+05:30,,,2026-08-18T09:35:00+05:30,,,departed
12002,2026-08-18,47,SLV,Sandalpur,2026-08-18T09:41:00+05:30,,,2026-08-18T09:41:00+05:30,,,departed
12002,2026-08-18,48,ARI,Antri,2026-08-18T09:46:00+05:30,,,2026-08-18T09:46:00+05:30,,,departed
12002,2026-08-18,49,AEH,Anantpaith,2026-08-18T09:54:00+05:30,,,2026-08-18T09:54:00+05:30,,,departed
12002,2026-08-18,50,SMTL,Simariatal,2026-08-18T09:57:00+05:30,,,2026-08-18T09:57:00+05:30,,,departed
12002,2026-08-18,51,DBA,Dabra,2026-08-18T10:01:00+05:30,,,2026-08-18T10:01:00+05:30,,,departed
12002,2026-08-18,52,KTRA,Kotra,2026-08-18T10:09:00+05:30,,,2026-08-18T10:09:00+05:30,,,departed
12002,2026-08-18,53,SOR,Sonagir,2026-08-18T10:16:00+05:30,,,2026-08-18T10:16:00+05:30,,,departed
12002,2026-08-18,54,DAA,Datia,2026-08-18T10:25:00+05:30,,,2026-08-18T10:25:00+05:30,,,departed
12002,2026-08-18,55,KRQ,Karari,2026-08-18T10:36:00+05:30,,,2026-08-18T10:36:00+05:30,,,departed
12002,2026-08-18,56,VGLJ,Veerangana Lakshmibai Jhansi,2026-08-18T10:45:00+05:30,2026-08-18T11:08:40+05:30,22.0,2026-08-18T10:50:00+05:30,2026-08-18T11:17:01+05:30,26.0,departed
12002,2026-08-18,57,BJI,Bijauli,2026-08-18T10:55:00+05:30,,,2026-08-18T10:55:00+05:30,,,departed
12002,2026-08-18,58,KHJ,Khajraha,2026-08-18T11:00:00+05:30,,,2026-08-18T11:00:00+05:30,,,departed
12002,2026-08-18,59,BAB,Babina,2026-08-18T11:05:00+05:30,,,2026-08-18T11:05:00+05:30,,,departed
12002,2026-08-18,60,BPW,Burhpura,2026-08-18T11:08:00+05:30,,,2026-08-18T11:08:00+05:30,,,departed
12002,2026-08-18,61,BZY,Basai,2026-08-18T11:12:00+05:30,,,2026-08-18T11:12:00+05:30,,,departed
12002,2026-08-18,62,MZX,Matatila,2026-08-18T11:16:00+05:30,,,2026-08-18T11:16:00+05:30,,,departed
12002,2026-08-18,63,TBT,Talbahat,2026-08-18T11:19:00+05:30,,,2026-08-18T11:19:00+05:30,,,departed
12002,2026-08-18,64,DLA,Daulta,2026-08-18T11:22:00+05:30,,,2026-08-18T11:22:00+05:30,,,departed
12002,2026-08-18,65,BJA,Bijrotha,2026-08-18T11:25:00+05:30,,,2026-08-18T11:25:00+05:30,,,departed
12002,2026-08-18,66,JHA,Jakhaura,2026-08-18T11:30:00+05:30,,,2026-08-18T11:30:00+05:30,,,departed
12002,2026-08-18,67,DWA,Dailwara,2026-08-18T11:36:00+05:30,,,2026-08-18T11:36:00+05:30,,,departed
12002,2026-08-18,68,LAR,Lalitpur,2026-08-18T11:42:00+05:30,2026-08-18T12:08:41+05:30,27.0,2026-08-18T11:43:00+05:30,2026-08-18T12:11:48+05:30,30.0,departed
12002,2026-08-18,69,JRO,Jiron,2026-08-18T11:52:00+05:30,,,2026-08-18T11:52:00+05:30,,,departed
12002,2026-08-18,70,JLN,Jakhlaun,2026-08-18T11:58:00+05:30,,,2026-08-18T11:58:00+05:30,,,departed
12002,2026-08-18,71,DUA,Dhaura,2026-08-18T12:09:00+05:30,,,2026-08-18T12:09:00+05:30,,,departed
12002,2026-08-18,72,MXS,Mohasa,2026-08-18T12:17:00+05:30,,,2026-08-18T12:17:00+05:30,,,departed
12002,2026-08-18,73,KOA,Karonda,2026-08-18T12:22:00+05:30,,,2026-08-18T12:22:00+05:30,,,departed
12002,2026-08-18,74,AGD,Agasod,2026-08-18T12:33:00+05:30,,,2026-08-18T12:33:00+05:30,,,departed
12002,2026-08-18,75,BINA,Bina Jn,2026-08-18T12:40:00+05:30,2026-08-18T12:59:53+05:30,20.0,2026-08-18T12:42:00+05:30,2026-08-18T13:05:14+05:30,23.0,departed
12002,2026-08-18,76,KIKA,Kurwai-Kethora,2026-08-18T12:48:00+05:30,,,2026-08-18T12:48:00+05:30,,,departed
12002,2026-08-18,77,MABA,Mandi Bamora,2026-08-18T12:53:00+05:30,,,2026-08-18T12:53:00+05:30,,,departed
12002,2026-08-18,78,KAH,Kalhar,2026-08-18T12:59:00+05:30,,,2026-08-18T12:59:00+05:30,,,departed
12002,2026-08-18,79,BET,Bareth,2026-08-18T13:05:00+05:30,,,2026-08-18T13:05:00+05:30,,,departed
12002,2026-08-18,80,RKDI,Rau Khedi,2026-08-18T13:09:00+05:30,,,2026-08-18T13:09:00+05:30,,,departed
12002,2026-08-18,81,BAQ,Ganj Basoda,2026-08-18T13:12:00+05:30,,,2026-08-18T13:12:00+05:30,,,departed
12002,2026-08-18,82,PAI,Pabai,2026-08-18T13:17:00+05:30,,,2026-08-18T13:17:00+05:30,,,departed
12002,2026-08-18,83,GLG,Gulabganj,2026-08-18T13:24:00+05:30,,,2026-08-18T13:24:00+05:30,,,departed
12002,2026-08-18,84,SUMR,Sumer,2026-08-18T13:28:00+05:30,,,2026-08-18T13:28:00+05:30,,,departed
12002,2026-08-18,85,SORI,Sorai,2026-08-18T13:34:00+05:30,,,2026-08-18T13:34:00+05:30,,,departed
12002,2026-08-18,86,BHS,Vidisha,2026-08-18T13:37:00+05:30,,,2026-08-18T13:37:00+05:30,,,departed
12002,2026-08-18,87,SCI,Sanchi,2026-08-18T13:43:00+05:30,,,2026-08-18T13:43:00+05:30,,,departed
12002,2026-08-18,88,SMT,Salamatpur,2026-08-18T13:48:00+05:30,,,2026-08-18T13:48:00+05:30,,,departed
12002,2026-08-18,89,DWG,Dewanganj,2026-08-18T13:54:00+05:30,,,2026-08-18T13:54:00+05:30,,,departed
12002,2026-08-18,90,BVB,Bhad Bhada Ghat,2026-08-18T14:00:00+05:30,,,2026-08-18T14:00:00+05:30,,,departed
12002,2026-08-18,91,SUW,Sukhi Sewaniyan,2026-08-18T14:05:00+05:30,,,2026-08-18T14:05:00+05:30,,,departed
12002,2026-08-18,92,NSZ,Nishatpura,2026-08-18T14:10:00+05:30,,,2026-08-18T14:10:00+05:30,,,departed
12002,2026-08-18,93,BPL,Bhopal Jn,2026-08-18T14:12:00+05:30,2026-08-18T14:34:09+05:30,24.0,2026-08-18T14:15:00+05:30,2026-08-18T14:44:22+05:30,31.0,departed
12002,2026-08-18,94,RKMP,Rani Kamalapati,2026-08-18T14:40:00+05:30,2026-08-18T14:56:23+05:30,16.0,,,,at-station
12002,2026-08-19,1,NDLS,New Delhi,,,,2026-08-19T06:00:00+05:30,,,departed
12002,2026-08-19,2,CSB,Shivaji Bridge,2026-08-19T06:01:00+05:30,,,2026-08-19T06:01:00+05:30,,,departed
12002,2026-08-19,3,TKJ,Tilak Bridge,2026-08-19T06:01:00+05:30,,,2026-08-19T06:01:00+05:30,,,departed
12002,2026-08-19,4,PGMD,Pragati Maidan,2026-08-19T06:02:00+05:30,,,2026-08-19T06:02:00+05:30,,,departed
12002,2026-08-19,5,NZM,Hazrat Nizamuddin Jn,2026-08-19T06:04:00+05:30,,,2026-08-19T06:04:00+05:30,,,departed
12002,2026-08-19,6,OKA,Okhla,2026-08-19T06:06:00+05:30,,,2026-08-19T06:06:00+05:30,,,departed
12002,2026-08-19,7,TKD,Tugalakabad,2026-08-19T06:10:00+05:30,,,2026-08-19T06:10:00+05:30,,,departed
12002,2026-08-19,8,TKDC,Tuglakabad Jn Block,2026-08-19T06:13:00+05:30,,,2026-08-19T06:13:00+05:30,,,departed
12002,2026-08-19,9,FDB,Faridabad,2026-08-19T06:16:00+05:30,,,2026-08-19T06:16:00+05:30,,,departed
12002,2026-08-19,10,FDN,Faridabad New Town,2026-08-19T06:18:00+05:30,,,2026-08-19T06:18:00+05:30,,,departed
12002,2026-08-19,11,BVH,Ballabgarh,2026-08-19T06:20:00+05:30,,,2026-08-19T06:20:00+05:30,,,departed
12002,2026-08-19,12,AST,Asaoti,2026-08-19T06:26:00+05:30,,,2026-08-19T06:26:00+05:30,,,departed
12002,2026-08-19,13,PWL,Palwal,2026-08-19T06:32:00+05:30,,,2026-08-19T06:32:00+05:30,,,departed
12002,2026-08-19,14,RDE,Rundhi,2026-08-19T06:37:00+05:30,,,2026-08-19T06:37:00+05:30,,,departed
12002,2026-08-19,15,SHLK,Sholaka,2026-08-19T06:43:00+05:30,,,2026-08-19T06:43:00+05:30,,,departed
12002,2026-08-19,16,BNCR,Banchari,2026-08-19T06:45:00+05:30,,,2026-08-19T06:45:00+05:30,,,departed
12002,2026-08-19,17,HDL,Hodal,2026-08-19T06:49:00+05:30,,,2026-08-19T06:49:00+05:30,,,departed
12002,2026-08-19,18,KSV,Kosi Kalan,2026-08-19T06:56:00+05:30,,,2026-08-19T06:56:00+05:30,,,departed
12002,2026-08-19,19,CHJ,Chata,2026-08-19T07:02:00+05:30,,,2026-08-19T07:02:00+05:30,,,departed
12002,2026-08-19,20,AJH,Ajhai,2026-08-19T07:07:00+05:30,,,2026-08-19T07:07:00+05:30,,,departed
12002,2026-08-19,21,VRBD,Vrindaban Road,2026-08-19T07:13:00+05:30,,,2026-08-19T07:13:00+05:30,,,departed
12002,2026-08-19,22,BTSR,Bhuteshwar,2026-08-19T07:18:00+05:30,,,2026-08-19T07:18:00+05:30,,,departed
12002,2026-08-19,23,MTJ,Mathura Jn,2026-08-19T07:19:00+05:30,2026-08-19T07:31:08+05:30,10.0,2026-08-19T07:20:00+05:30,2026-08-19T07:35:16+05:30,14.0,departed
12002,2026-08-19,24,BAD,Baad,2026-08-19T07:25:00+05:30,,,2026-08-19T07:25:00+05:30,,,departed
12002,2026-08-19,25,FAR,Farah,2026-08-19T07:30:00+05:30,,,2026-08-19T07:30:00+05:30,,,departed
12002,2026-08-19,26,DDDM,Deen Dayal Dham,2026-08-19T07:32:00+05:30,,,2026-08-19T07:32:00+05:30,,,departed
12002,2026-08-19,27,KXM,Kitham,2026-08-19T07:37:00+05:30,,,2026-08-19T07:37:00+05:30,,,departed
12002,2026-08-19,28,RNKA,Runkuta,2026-08-19T07:42:00+05:30,,,2026-08-19T07:42:00+05:30,,,departed
12002,2026-08-19,29,BFP,Bilochpura (Agra),2026-08-19T07:47:00+05:30,,,2026-08-19T07:47:00+05:30,,,departed
12002,2026-08-19,30,RKM,Raja-ki-Mandi,2026-08-19T07:48:00+05:30,,,2026-08-19T07:48:00+05:30,,,departed
12002,2026-08-19,31,AGC,Agra Cantt,2026-08-19T07:50:00+05:30,2026-08-19T08:02:26+05:30,14.0,2026-08-19T07:55:00+05:30,2026-08-19T08:12:59+05:30,19.0,departed
12002,2026-08-19,32,BHA,Bhandai,2026-08-19T08:04:00+05:30,,,2026-08-19T08:04:00+05:30,,,departed
12002,2026-08-19,33,JJ,Jajau,2026-08-19T08:17:00+05:30,,,2026-08-19T08:17:00+05:30,,,departed
12002,2026-08-19,34,MIA,Mania,2026-08-19T08:29:00+05:30,,,2026-08-19T08:29:00+05:30,,,departed
12002,2026-08-19,35,DHO,Dhaulpur,2026-08-19T08:39:00+05:30,2026-08-19T08:46:04+05:30,6.0,2026-08-19T08:40:00+05:30,2026-08-19T08:46:22+05:30,8.0,departed
12002,2026-08-19,36,GHER,Gher,2026-08-19T08:44:00+05:30,,,2026-08-19T08:44:00+05:30,,,departed
12002,2026-08-19,37,HET,Hetampur,2026-08-19T08:48:00+05:30,,,2026-08-19T08:48:00+05:30,,,departed
12002,2026-08-19,38,SIKD,Sikroda Kwanri,2026-08-19T08:51:00+05:30,,,2026-08-19T08:51:00+05:30,,,departed
12002,2026-08-19,39,MRA,Morena,2026-08-19T08:57:00+05:30,2026-08-19T09:08:39+05:30,14.0,2026-08-19T08:58:00+05:30,2026-08-19T09:14:43+05:30,17.0,departed
12002,2026-08-19,40,SANK,Sank,2026-08-19T09:04:00+05:30,,,2026-08-19T09:04:00+05:30,,,departed
12002,2026-08-19,41,NUB,Nurabad,2026-08-19T09:07:00+05:30,,,2026-08-19T09:07:00+05:30,,,departed
12002,2026-08-19,42,BAO,Banmore,2026-08-19T09:11:00+05:30,,,2026-08-19T09:11:00+05:30,,,departed
12002,2026-08-19,43,RRU,Rayaru,2026-08-19T09:15:00+05:30,,,2026-08-19T09:15:00+05:30,,,departed
12002,2026-08-19,44,BLNR,Birlanagar,2026-08-19T09:21:00+05:30,,,2026-08-19T09:21:00+05:30,,,departed
12002,2026-08-19,45,GWL,Gwalior Jn,2026-08-19T09:23:00+05:30,2026-08-19T09:34:44+05:30,13.0,2026-08-19T09:28:00+05:30,2026-08-19T09:42:10+05:30,16.0,departed
12002,2026-08-19,46,STLI,Sithouli,2026-08-19T09:35:00+05:30,,,2026-08-19T09:35:00+05:30,,,departed
12002,2026-08-19,47,SLV,Sandalpur,2026-08-19T09:41:00+05:30,,,2026-08-19T09:41:00+05:30,,,departed
12002,2026-08-19,48,ARI,Antri,2026-08-19T09:46:00+05:30,,,2026-08-19T09:46:00+05:30,,,departed
12002,2026-08-19,49,AEH,Anantpaith,2026-08-19T09:54:00+05:30,,,2026-08-19T09:54:00+05:30,,,departed
12002,2026-08-19,50,SMTL,Simariatal,2026-08-19T09:57:00+05:30,,,2026-08-19T09:57:00+05:30,,,departed
12002,2026-08-19,51,DBA,Dabra,2026-08-19T10:01:00+05:30,,,2026-08-19T10:01:00+05:30,,,departed
12002,2026-08-19,52,KTRA,Kotra,2026-08-19T10:09:00+05:30,,,2026-08-19T10:09:00+05:30,,,departed
12002,2026-08-19,53,SOR,Sonagir,2026-08-19T10:16:00+05:30,,,2026-08-19T10:16:00+05:30,,,departed
12002,2026-08-19,54,DAA,Datia,2026-08-19T10:25:00+05:30,,,2026-08-19T10:25:00+05:30,,,departed
12002,2026-08-19,55,KRQ,Karari,2026-08-19T10:36:00+05:30,,,2026-08-19T10:36:00+05:30,,,departed
12002,2026-08-19,56,VGLJ,Veerangana Lakshmibai Jhansi,2026-08-19T10:45:00+05:30,2026-08-19T10:44:29+05:30,2.0,2026-08-19T10:50:00+05:30,2026-08-19T10:58:09+05:30,8.0,departed
12002,2026-08-19,57,BJI,Bijauli,2026-08-19T10:55:00+05:30,,,2026-08-19T10:55:00+05:30,,,departed
12002,2026-08-19,58,KHJ,Khajraha,2026-08-19T11:00:00+05:30,,,2026-08-19T11:00:00+05:30,,,departed
12002,2026-08-19,59,BAB,Babina,2026-08-19T11:05:00+05:30,,,2026-08-19T11:05:00+05:30,,,departed
12002,2026-08-19,60,BPW,Burhpura,2026-08-19T11:08:00+05:30,,,2026-08-19T11:08:00+05:30,,,departed
12002,2026-08-19,61,BZY,Basai,2026-08-19T11:12:00+05:30,,,2026-08-19T11:12:00+05:30,,,departed
12002,2026-08-19,62,MZX,Matatila,2026-08-19T11:16:00+05:30,,,2026-08-19T11:16:00+05:30,,,departed
12002,2026-08-19,63,TBT,Talbahat,2026-08-19T11:19:00+05:30,,,2026-08-19T11:19:00+05:30,,,departed
12002,2026-08-19,64,DLA,Daulta,2026-08-19T11:22:00+05:30,,,2026-08-19T11:22:00+05:30,,,departed
12002,2026-08-19,65,BJA,Bijrotha,2026-08-19T11:25:00+05:30,,,2026-08-19T11:25:00+05:30,,,departed
12002,2026-08-19,66,JHA,Jakhaura,2026-08-19T11:30:00+05:30,,,2026-08-19T11:30:00+05:30,,,departed
12002,2026-08-19,67,DWA,Dailwara,2026-08-19T11:36:00+05:30,,,2026-08-19T11:36:00+05:30,,,departed
12002,2026-08-19,68,LAR,Lalitpur,2026-08-19T11:42:00+05:30,2026-08-19T11:55:55+05:30,15.0,2026-08-19T11:43:00+05:30,2026-08-19T11:58:52+05:30,18.0,departed
12002,2026-08-19,69,JRO,Jiron,2026-08-19T11:52:00+05:30,,,2026-08-19T11:52:00+05:30,,,departed
12002,2026-08-19,70,JLN,Jakhlaun,2026-08-19T11:58:00+05:30,,,2026-08-19T11:58:00+05:30,,,departed
12002,2026-08-19,71,DUA,Dhaura,2026-08-19T12:09:00+05:30,,,2026-08-19T12:09:00+05:30,,,departed
12002,2026-08-19,72,MXS,Mohasa,2026-08-19T12:17:00+05:30,,,2026-08-19T12:17:00+05:30,,,departed
12002,2026-08-19,73,KOA,Karonda,2026-08-19T12:22:00+05:30,,,2026-08-19T12:22:00+05:30,,,departed
12002,2026-08-19,74,AGD,Agasod,2026-08-19T12:33:00+05:30,,,2026-08-19T12:33:00+05:30,,,departed
12002,2026-08-19,75,BINA,Bina Jn,2026-08-19T12:40:00+05:30,2026-08-19T12:44:14+05:30,5.0,2026-08-19T12:42:00+05:30,2026-08-19T12:50:49+05:30,11.0,departed
12002,2026-08-19,76,KIKA,Kurwai-Kethora,2026-08-19T12:48:00+05:30,,,2026-08-19T12:48:00+05:30,,,departed
12002,2026-08-19,77,MABA,Mandi Bamora,2026-08-19T12:53:00+05:30,,,2026-08-19T12:53:00+05:30,,,departed
12002,2026-08-19,78,KAH,Kalhar,2026-08-19T12:59:00+05:30,,,2026-08-19T12:59:00+05:30,,,departed
12002,2026-08-19,79,BET,Bareth,2026-08-19T13:05:00+05:30,,,2026-08-19T13:05:00+05:30,,,departed
12002,2026-08-19,80,RKDI,Rau Khedi,2026-08-19T13:09:00+05:30,,,2026-08-19T13:09:00+05:30,,,departed
12002,2026-08-19,81,BAQ,Ganj Basoda,2026-08-19T13:12:00+05:30,,,2026-08-19T13:12:00+05:30,,,departed
12002,2026-08-19,82,PAI,Pabai,2026-08-19T13:17:00+05:30,,,2026-08-19T13:17:00+05:30,,,departed
12002,2026-08-19,83,GLG,Gulabganj,2026-08-19T13:24:00+05:30,,,2026-08-19T13:24:00+05:30,,,departed
12002,2026-08-19,84,SUMR,Sumer,2026-08-19T13:28:00+05:30,,,2026-08-19T13:28:00+05:30,,,departed
12002,2026-08-19,85,SORI,Sorai,2026-08-19T13:34:00+05:30,,,2026-08-19T13:34:00+05:30,,,departed
12002,2026-08-19,86,BHS,Vidisha,2026-08-19T13:37:00+05:30,,,2026-08-19T13:37:00+05:30,,,departed
12002,2026-08-19,87,SCI,Sanchi,2026-08-19T13:43:00+05:30,,,2026-08-19T13:43:00+05:30,,,departed
12002,2026-08-19,88,SMT,Salamatpur,2026-08-19T13:48:00+05:30,,,2026-08-19T13:48:00+05:30,,,departed
12002,2026-08-19,89,DWG,Dewanganj,2026-08-19T13:54:00+05:30,,,2026-08-19T13:54:00+05:30,,,departed
12002,2026-08-19,90,BVB,Bhad Bhada Ghat,2026-08-19T14:00:00+05:30,,,2026-08-19T14:00:00+05:30,,,departed
12002,2026-08-19,91,SUW,Sukhi Sewaniyan,2026-08-19T14:05:00+05:30,,,2026-08-19T14:05:00+05:30,,,departed
12002,2026-08-19,92,NSZ,Nishatpura,2026-08-19T14:10:00+05:30,,,2026-08-19T14:10:00+05:30,,,departed
12002,2026-08-19,93,BPL,Bhopal Jn,2026-08-19T14:12:00+05:30,2026-08-19T14:29:52+05:30,16.0,2026-08-19T14:15:00+05:30,2026-08-19T14:35:53+05:30,23.0,departed
12002,2026-08-19,94,RKMP,Rani Kamalapati,2026-08-19T14:40:00+05:30,2026-08-19T14:46:25+05:30,7.0,,,,at-station
12002,2026-09-11,1,NDLS,New Delhi,,,,2026-09-11T06:00:00+05:30,2026-09-11T06:00:00+05:30,0.0,
12002,2026-09-11,23,MTJ,Mathura Jn,2026-09-11T07:19:00+05:30,2026-09-11T07:34:00+05:30,15.0,2026-09-11T07:20:00+05:30,2026-09-11T07:37:00+05:30,17.0,
12002,2026-09-11,31,AGC,Agra Cantt,2026-09-11T07:50:00+05:30,2026-09-11T08:10:00+05:30,20.0,2026-09-11T07:55:00+05:30,2026-09-11T08:15:00+05:30,20.0,
12002,2026-09-11,35,DHO,Dhaulpur,2026-09-11T08:39:00+05:30,2026-09-11T08:49:00+05:30,10.0,2026-09-11T08:40:00+05:30,2026-09-11T08:51:00+05:30,11.0,
12002,2026-09-11,39,MRA,Morena,2026-09-11T08:57:00+05:30,2026-09-11T09:11:00+05:30,14.0,2026-09-11T08:58:00+05:30,2026-09-11T09:12:00+05:30,14.0,
12002,2026-09-11,45,GWL,Gwalior Jn,2026-09-11T09:23:00+05:30,2026-09-11T09:40:00+05:30,17.0,2026-09-11T09:28:00+05:30,2026-09-11T09:45:00+05:30,17.0,
12002,2026-09-11,56,VGLJ,Veerangana Lakshmibai Jhansi,2026-09-11T10:45:00+05:30,2026-09-11T10:54:00+05:30,9.0,2026-09-11T10:50:00+05:30,2026-09-11T11:00:00+05:30,10.0,
12002,2026-09-11,68,LAR,Lalitpur,2026-09-11T11:42:00+05:30,2026-09-11T12:22:00+05:30,40.0,2026-09-11T11:43:00+05:30,2026-09-11T12:28:00+05:30,45.0,
12002,2026-09-11,75,BINA,Bina Jn,2026-09-11T12:40:00+05:30,2026-09-11T13:12:00+05:30,32.0,2026-09-11T12:42:00+05:30,2026-09-11T13:15:00+05:30,33.0,
12002,2026-09-11,93,BPL,Bhopal Jn,2026-09-11T14:12:00+05:30,2026-09-11T14:43:00+05:30,31.0,2026-09-11T14:15:00+05:30,2026-09-11T14:50:00+05:30,35.0,
12002,2026-09-11,94,RKMP,Rani Kamalapati,2026-09-11T14:40:00+05:30,2026-09-11T15:02:00+05:30,22.0,,,,
12919,2026-08-10,1,DADN,Dr. Ambedkar Nagar,,,,2026-08-10T11:50:00+05:30,2026-08-10T11:53:48+05:30,5.0,departed
12919,2026-08-10,2,HKH,Haranyakheri,2026-08-10T11:53:00+05:30,,,2026-08-10T11:53:00+05:30,,,departed
12919,2026-08-10,3,RAU,Rau,2026-08-10T11:57:00+05:30,,,2026-08-10T11:57:00+05:30,,,departed
12919,2026-08-10,4,RJQ,Rajendra Nagar,2026-08-10T12:00:00+05:30,,,2026-08-10T12:00:00+05:30,,,departed
12919,2026-08-10,5,LKMN,Lokmanyanagar,2026-08-10T12:02:00+05:30,,,2026-08-10T12:02:00+05:30,,,departed
12919,2026-08-10,6,SFNR,Saifee Nagar (Halt),2026-08-10T12:03:00+05:30,,,2026-08-10T12:03:00+05:30,,,departed
12919,2026-08-10,7,INDB,Indore Jn,2026-08-10T12:05:00+05:30,2026-08-10T12:14:10+05:30,6.0,2026-08-10T12:15:00+05:30,2026-08-10T12:24:04+05:30,9.0,departed
12919,2026-08-10,8,LMNR,Lakshmibai Nagar,2026-08-10T12:18:00+05:30,,,2026-08-10T12:18:00+05:30,,,departed
12919,2026-08-10,9,MGG,Mangliyagaon,2026-08-10T12:28:00+05:30,,,2026-08-10T12:28:00+05:30,,,departed
12919,2026-08-10,10,DKCH,Dakacha,2026-08-10T12:34:00+05:30,,,2026-08-10T12:34:00+05:30,,,departed
