train_number,journey_date,station_sequence,station_code,station_name,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,arrival_delay,departure_delay
12919,2026-09-09,127.0,FDB,Faridabad,2026-09-10T03:27:00+05:30,,2026-09-10T03:29:00+05:30,,,
12919,2026-09-09,131.0,NZM,Hazrat Nizamuddin Jn,2026-09-10T03:48:00+05:30,2026-09-10T06:53:00+05:30,2026-09-10T03:50:00+05:30,2026-09-10T06:56:00+05:30,185.0,186.0
12919,2026-09-09,135.0,NDLS,New Delhi,2026-09-10T04:15:00+05:30,2026-09-10T07:26:00+05:30,2026-09-10T04:30:00+05:30,2026-09-10T07:37:00+05:30,191.0,187.0
12919,2026-09-09,146.0,SNP,Sonipat,2026-09-10T05:10:00+05:30,2026-09-10T08:32:00+05:30,2026-09-10T05:12:00+05:30,2026-09-10T08:34:00+05:30,202.0,202.0
12919,2026-09-09,153.0,PNP,Panipat Jn,2026-09-10T05:40:00+05:30,2026-09-10T09:45:00+05:30,2026-09-10T05:42:00+05:30,2026-09-10T09:47:00+05:30,245.0,245.0
12919,2026-09-09,158.0,KUN,Karnal,2026-09-10T06:04:00+05:30,2026-09-10T10:16:00+05:30,2026-09-10T06:06:00+05:30,2026-09-10T10:17:00+05:30,252.0,251.0
12919,2026-09-09,163.0,KKDE,Kurukshetra Jn,2026-09-10T06:30:00+05:30,2026-09-10T10:40:00+05:30,2026-09-10T06:32:00+05:30,2026-09-10T10:42:00+05:30,250.0,250.0
12919,2026-09-09,169.0,UMB,Ambala Cantt Jn,2026-09-10T07:30:00+05:30,2026-09-10T11:22:00+05:30,2026-09-10T07:35:00+05:30,2026-09-10T11:27:00+05:30,232.0,232.0
12919,2026-09-09,175.0,SIR,Sirhind Jn,2026-09-10T08:08:00+05:30,2026-09-10T12:08:00+05:30,2026-09-10T08:10:00+05:30,2026-09-10T12:09:00+05:30,240.0,239.0
12919,2026-09-09,177.0,KNN,Khanna,2026-09-10T08:25:00+05:30,2026-09-10T12:24:00+05:30,2026-09-10T08:27:00+05:30,2026-09-10T12:26:00+05:30,239.0,239.0
12919,2026-09-09,184.0,LDH,Ludhiana Jn,2026-09-10T09:40:00+05:30,2026-09-10T12:59:00+05:30,2026-09-10T09:50:00+05:30,2026-09-10T13:10:00+05:30,199.0,200.0
12919,2026-09-09,191.0,JRC,Jalandhar Cantt Jn,2026-09-10T10:33:00+05:30,2026-09-10T14:04:00+05:30,2026-09-10T10:36:00+05:30,2026-09-10T14:08:00+05:30,211.0,212.0
12919,2026-09-09,204.0,DZA,Dasua,2026-09-10T11:41:00+05:30,2026-09-10T14:54:00+05:30,2026-09-10T11:43:00+05:30,2026-09-10T14:56:00+05:30,193.0,193.0
12919,2026-09-09,207.0,MEX,Mukerian,2026-09-10T11:58:00+05:30,2026-09-10T15:12:00+05:30,2026-09-10T12:00:00+05:30,2026-09-10T15:15:00+05:30,194.0,195.0
12919,2026-09-09,214.0,PTKC,Pathankot Cantt,2026-09-10T12:27:00+05:30,2026-09-10T15:50:00+05:30,2026-09-10T12:30:00+05:30,2026-09-10T15:53:00+05:30,203.0,203.0
12919,2026-09-09,218.0,MSKT,Martyr Captain Sunil Kumar Choudhary Kathua,2026-09-10T13:08:00+05:30,2026-09-10T16:23:00+05:30,2026-09-10T13:10:00+05:30,2026-09-10T16:30:00+05:30,195.0,200.0
12919,2026-09-09,228.0,JAT,Jammu Tawi,2026-09-10T14:30:00+05:30,2026-09-10T17:51:00+05:30,2026-09-10T14:35:00+05:30,2026-09-10T18:04:00+05:30,201.0,209.0
12919,2026-09-09,232.0,RMJK,Ramnagar (J-K),2026-09-10T15:19:00+05:30,2026-09-10T19:36:00+05:30,2026-09-10T15:21:00+05:30,2026-09-10T19:38:00+05:30,257.0,257.0
12919,2026-09-09,233.0,MCTM,MCTM Udhampur,2026-09-10T15:43:00+05:30,2026-09-10T19:52:00+05:30,2026-09-10T15:45:00+05:30,2026-09-10T19:55:00+05:30,249.0,250.0
12919,2026-09-09,234.0,CRWL,Chak-Rakhwal,2026-09-10T15:58:00+05:30,2026-09-10T20:13:00+05:30,2026-09-10T16:00:00+05:30,2026-09-10T20:15:00+05:30,255.0,255.0
12919,2026-09-09,235.0,SVDK,Shri Mata Vaishno Devi Katra,2026-09-10T16:30:00+05:30,2026-09-10T20:35:00+05:30,,,245.0,
12919,2026-09-10,1.0,DADN,Dr. Ambedkar Nagar,,,2026-09-10T11:50:00+05:30,2026-09-10T11:50:00+05:30,,0.0
12919,2026-09-10,7.0,INDB,Indore Jn,2026-09-10T12:05:00+05:30,2026-09-10T12:11:00+05:30,2026-09-10T12:15:00+05:30,2026-09-10T12:21:00+05:30,6.0,6.0
12919,2026-09-10,13.0,DWX,Dewas,2026-09-10T12:51:00+05:30,2026-09-10T13:05:00+05:30,2026-09-10T12:53:00+05:30,2026-09-10T13:07:00+05:30,14.0,14.0
12919,2026-09-10,19.0,UJN,Ujjain Jn,2026-09-10T13:45:00+05:30,2026-09-10T13:45:00+05:30,2026-09-10T14:00:00+05:30,2026-09-10T14:14:00+05:30,0.0,14.0
12919,2026-09-10,24.0,MKC,Maksi,2026-09-10T14:35:00+05:30,2026-09-10T14:49:00+05:30,2026-09-10T14:36:00+05:30,2026-09-10T14:51:00+05:30,14.0,15.0
12919,2026-09-10,26.0,BCH,Berchha,2026-09-10T14:51:00+05:30,2026-09-10T15:07:00+05:30,2026-09-10T14:53:00+05:30,2026-09-10T15:09:00+05:30,16.0,16.0
12919,2026-09-10,30.0,AKD,Akodia,2026-09-10T15:19:00+05:30,2026-09-10T15:30:00+05:30,2026-09-10T15:20:00+05:30,2026-09-10T15:32:00+05:30,11.0,12.0
12919,2026-09-10,32.0,SJP,Shujalpur,2026-09-10T15:32:00+05:30,2026-09-10T15:45:00+05:30,2026-09-10T15:34:00+05:30,2026-09-10T15:46:00+05:30,13.0,12.0
12919,2026-09-10,34.0,KPP,Kalapipal,2026-09-10T15:47:00+05:30,2026-09-10T15:58:00+05:30,2026-09-10T15:48:00+05:30,2026-09-10T15:59:00+05:30,11.0,11.0
12919,2026-09-10,38.0,SEH,Sehore,2026-09-10T16:10:00+05:30,2026-09-10T16:22:00+05:30,2026-09-10T16:11:00+05:30,2026-09-10T16:25:00+05:30,12.0,14.0
12919,2026-09-10,42.0,SHRN,Sant Hirdaram Nagar Jn,2026-09-10T16:53:00+05:30,2026-09-10T16:53:00+05:30,2026-09-10T16:55:00+05:30,2026-09-10T17:03:00+05:30,0.0,8.0
12919,2026-09-10,43.0,BPL,Bhopal Jn,2026-09-10T17:20:00+05:30,2026-09-10T17:40:00+05:30,2026-09-10T17:30:00+05:30,2026-09-10T18:15:00+05:30,20.0,45.0
12919,2026-09-10,44.0,NSZ,Nishatpura,2026-09-10T17:42:00+05:30,2026-09-10T18:25:00+05:30,2026-09-10T17:44:00+05:30,2026-09-10T18:40:00+05:30,43.0,56.0
12919,2026-09-10,50.0,BHS,Vidisha,2026-09-10T18:05:00+05:30,2026-09-10T19:21:00+05:30,2026-09-10T18:07:00+05:30,2026-09-10T19:23:00+05:30,76.0,76.0
12919,2026-09-10,55.0,BAQ,Ganj Basoda,2026-09-10T18:31:00+05:30,2026-09-10T19:54:00+05:30,2026-09-10T18:33:00+05:30,2026-09-10T19:56:00+05:30,83.0,83.0
12919,2026-09-10,61.0,BINA,Bina Jn,2026-09-10T19:30:00+05:30,2026-09-10T20:37:00+05:30,2026-09-10T19:35:00+05:30,2026-09-10T20:40:00+05:30,67.0,65.0
12919,2026-09-10,68.0,LAR,Lalitpur,2026-09-10T20:14:00+05:30,2026-09-10T21:27:00+05:30,2026-09-10T20:16:00+05:30,2026-09-10T21:29:00+05:30,73.0,73.0
12919,2026-09-10,77.0,BAB,Babina,2026-09-10T20:54:00+05:30,2026-09-10T22:11:00+05:30,2026-09-10T20:56:00+05:30,2026-09-10T22:12:00+05:30,77.0,76.0
12919,2026-09-10,80.0,VGLJ,Veerangana Lakshmibai Jhansi,2026-09-10T21:30:00+05:30,2026-09-10T22:35:00+05:30,2026-09-10T21:38:00+05:30,2026-09-10T22:35:00+05:30,65.0,57.0
12919,2026-09-10,82.0,DAA,Datia,2026-09-10T21:59:00+05:30,2026-09-10T23:12:00+05:30,2026-09-10T22:01:00+05:30,2026-09-10T23:14:00+05:30,73.0,73.0
12919,2026-09-10,85.0,DBA,Dabra,2026-09-10T22:22:00+05:30,2026-09-10T23:37:00+05:30,2026-09-10T22:24:00+05:30,2026-09-10T23:41:00+05:30,75.0,77.0
12919,2026-09-10,91.0,GWL,Gwalior Jn,2026-09-10T22:54:00+05:30,2026-09-11T00:18:00+05:30,2026-09-10T22:56:00+05:30,2026-09-11T00:18:00+05:30,84.0,82.0
12919,2026-09-10,97.0,MRA,Morena,2026-09-10T23:25:00+05:30,2026-09-11T00:48:00+05:30,2026-09-10T23:27:00+05:30,2026-09-11T00:50:00+05:30,83.0,83.0
12919,2026-09-10,101.0,DHO,Dhaulpur,2026-09-11T00:08:00+05:30,2026-09-11T01:17:00+05:30,2026-09-11T00:10:00+05:30,2026-09-11T01:19:00+05:30,69.0,69.0
12919,2026-09-10,105.0,AGC,Agra Cantt,2026-09-11T00:40:00+05:30,2026-09-11T02:03:00+05:30,2026-09-11T00:45:00+05:30,2026-09-11T02:08:00+05:30,83.0,83.0
12919,2026-09-10,113.0,MTJ,Mathura Jn,2026-09-11T01:23:00+05:30,2026-09-11T02:47:00+05:30,2026-09-11T01:25:00+05:30,2026-09-11T02:49:00+05:30,84.0,84.0
12919,2026-09-10,118.0,KSV,Kosi Kalan,2026-09-11T01:52:00+05:30,2026-09-11T03:17:00+05:30,2026-09-11T01:54:00+05:30,2026-09-11T03:20:00+05:30,85.0,86.0
12919,2026-09-10,123.0,PWL,Palwal,2026-09-11T02:58:00+05:30,2026-09-11T03:58:00+05:30,2026-09-11T03:00:00+05:30,2026-09-11T04:01:00+05:30,60.0,61.0
12919,2026-09-10,125.0,BVH,Ballabgarh,2026-09-11T03:16:00+05:30,2026-09-11T04:24:00+05:30,2026-09-11T03:18:00+05:30,2026-09-11T04:26:00+05:30,68.0,68.0
12919,2026-09-10,127.0,FDB,Faridabad,2026-09-11T03:27:00+05:30,,2026-09-11T03:29:00+05:30,,,
12919,2026-09-10,131.0,NZM,Hazrat Nizamuddin Jn,2026-09-11T03:48:00+05:30,2026-09-11T05:10:00+05:30,2026-09-11T03:50:00+05:30,2026-09-11T05:13:00+05:30,82.0,83.0
12919,2026-09-10,135.0,NDLS,New Delhi,2026-09-11T04:15:00+05:30,2026-09-11T05:32:00+05:30,2026-09-11T04:30:00+05:30,2026-09-11T05:55:00+05:30,77.0,85.0
12919,2026-09-10,146.0,SNP,Sonipat,2026-09-11T05:10:00+05:30,2026-09-11T06:55:00+05:30,2026-09-11T05:12:00+05:30,2026-09-11T06:58:00+05:30,105.0,106.0
12919,2026-09-10,153.0,PNP,Panipat Jn,2026-09-11T05:40:00+05:30,2026-09-11T08:25:00+05:30,2026-09-11T05:42:00+05:30,2026-09-11T08:39:00+05:30,165.0,177.0
12919,2026-09-10,158.0,KUN,Karnal,2026-09-11T06:04:00+05:30,2026-09-11T09:05:00+05:30,2026-09-11T06:06:00+05:30,2026-09-11T09:27:00+05:30,181.0,201.0
12919,2026-09-10,163.0,KKDE,Kurukshetra Jn,2026-09-11T06:30:00+05:30,2026-09-11T09:51:00+05:30,2026-09-11T06:32:00+05:30,2026-09-11T10:01:00+05:30,201.0,209.0
12919,2026-09-10,169.0,UMB,Ambala Cantt Jn,2026-09-11T07:30:00+05:30,2026-09-11T12:01:00+05:30,2026-09-11T07:35:00+05:30,2026-09-11T12:14:00+05:30,271.0,279.0
12919,2026-09-10,175.0,SIR,Sirhind Jn,2026-09-11T08:08:00+05:30,2026-09-11T12:55:00+05:30,2026-09-11T08:10:00+05:30,2026-09-11T13:46:00+05:30,287.0,336.0
12919,2026-09-10,177.0,KNN,Khanna,2026-09-11T08:25:00+05:30,2026-09-11T14:01:00+05:30,2026-09-11T08:27:00+05:30,2026-09-11T14:42:00+05:30,336.0,375.0
12919,2026-09-10,184.0,LDH,Ludhiana Jn,2026-09-11T09:40:00+05:30,2026-09-11T15:40:00+05:30,2026-09-11T09:50:00+05:30,2026-09-11T15:54:00+05:30,360.0,364.0
12919,2026-09-10,191.0,JRC,Jalandhar Cantt Jn,2026-09-11T10:33:00+05:30,2026-09-11T16:44:00+05:30,2026-09-11T10:36:00+05:30,2026-09-11T16:47:00+05:30,371.0,371.0
12919,2026-09-10,204.0,DZA,Dasua,2026-09-11T11:41:00+05:30,2026-09-11T17:51:00+05:30,2026-09-11T11:43:00+05:30,2026-09-11T17:53:00+05:30,370.0,370.0
12919,2026-09-10,207.0,MEX,Mukerian,2026-09-11T11:58:00+05:30,2026-09-11T18:10:00+05:30,2026-09-11T12:00:00+05:30,2026-09-11T18:12:00+05:30,372.0,372.0
12919,2026-09-10,214.0,PTKC,Pathankot Cantt,2026-09-11T12:27:00+05:30,2026-09-11T18:48:00+05:30,2026-09-11T12:30:00+05:30,2026-09-11T18:50:00+05:30,381.0,380.0
12919,2026-09-10,218.0,MSKT,Martyr Captain Sunil Kumar Choudhary Kathua,2026-09-11T13:08:00+05:30,,2026-09-11T13:10:00+05:30,,,
12919,2026-09-10,228.0,JAT,Jammu Tawi,2026-09-11T14:30:00+05:30,2026-09-11T20:27:00+05:30,2026-09-11T14:35:00+05:30,2026-09-11T20:36:00+05:30,357.0,361.0
12919,2026-09-10,232.0,RMJK,Ramnagar (J-K),2026-09-11T15:19:00+05:30,2026-09-11T21:37:00+05:30,2026-09-11T15:21:00+05:30,2026-09-11T21:39:00+05:30,378.0,378.0
12919,2026-09-10,233.0,MCTM,MCTM Udhampur,2026-09-11T15:43:00+05:30,2026-09-11T21:54:00+05:30,2026-09-11T15:45:00+05:30,2026-09-11T21:56:00+05:30,371.0,371.0
12919,2026-09-10,234.0,CRWL,Chak-Rakhwal,2026-09-11T15:58:00+05:30,2026-09-11T22:11:00+05:30,2026-09-11T16:00:00+05:30,2026-09-11T22:12:00+05:30,373.0,372.0
12919,2026-09-10,235.0,SVDK,Shri Mata Vaishno Devi Katra,2026-09-11T16:30:00+05:30,2026-09-11T22:39:00+05:30,,,369.0,
12919,2026-09-11,1.0,DADN,Dr. Ambedkar Nagar,,,2026-09-11T11:50:00+05:30,2026-09-11T11:51:00+05:30,,1.0
12919,2026-09-11,7.0,INDB,Indore Jn,2026-09-11T12:05:00+05:30,2026-09-11T12:11:00+05:30,2026-09-11T12:15:00+05:30,2026-09-11T12:19:00+05:30,6.0,4.0
12919,2026-09-11,13.0,DWX,Dewas,2026-09-11T12:51:00+05:30,2026-09-11T12:52:00+05:30,2026-09-11T12:53:00+05:30,2026-09-11T12:54:00+05:30,1.0,1.0
12919,2026-09-11,19.0,UJN,Ujjain Jn,2026-09-11T13:45:00+05:30,2026-09-11T13:36:00+05:30,2026-09-11T14:00:00+05:30,2026-09-11T14:14:00+05:30,-9.0,14.0
12919,2026-09-11,24.0,MKC,Maksi,2026-09-11T14:35:00+05:30,2026-09-11T14:49:00+05:30,2026-09-11T14:36:00+05:30,2026-09-11T14:52:00+05:30,14.0,16.0
12919,2026-09-11,26.0,BCH,Berchha,2026-09-11T14:51:00+05:30,2026-09-11T15:08:00+05:30,2026-09-11T14:53:00+05:30,2026-09-11T15:10:00+05:30,17.0,17.0
12919,2026-09-11,30.0,AKD,Akodia,2026-09-11T15:19:00+05:30,2026-09-11T15:31:00+05:30,2026-09-11T15:20:00+05:30,2026-09-11T15:33:00+05:30,12.0,13.0
12919,2026-09-11,32.0,SJP,Shujalpur,2026-09-11T15:32:00+05:30,2026-09-11T15:45:00+05:30,2026-09-11T15:34:00+05:30,2026-09-11T15:47:00+05:30,13.0,13.0
12919,2026-09-11,34.0,KPP,Kalapipal,2026-09-11T15:47:00+05:30,2026-09-11T15:58:00+05:30,2026-09-11T15:48:00+05:30,2026-09-11T16:00:00+05:30,11.0,12.0
12919,2026-09-11,38.0,SEH,Sehore,2026-09-11T16:10:00+05:30,2026-09-11T16:22:00+05:30,2026-09-11T16:11:00+05:30,2026-09-11T16:25:00+05:30,12.0,14.0
12919,2026-09-11,42.0,SHRN,Sant Hirdaram Nagar Jn,2026-09-11T16:53:00+05:30,2026-09-11T16:50:00+05:30,2026-09-11T16:55:00+05:30,2026-09-11T17:21:00+05:30,-3.0,26.0
12919,2026-09-11,43.0,BPL,Bhopal Jn,2026-09-11T17:20:00+05:30,2026-09-11T17:51:00+05:30,2026-09-11T17:30:00+05:30,2026-09-11T18:44:00+05:30,31.0,74.0
12919,2026-09-11,44.0,NSZ,Nishatpura,2026-09-11T17:42:00+05:30,2026-09-11T18:57:00+05:30,2026-09-11T17:44:00+05:30,2026-09-11T18:58:00+05:30,75.0,74.0
12919,2026-09-11,50.0,BHS,Vidisha,2026-09-11T18:05:00+05:30,2026-09-11T19:36:00+05:30,2026-09-11T18:07:00+05:30,2026-09-11T19:38:00+05:30,91.0,91.0
12919,2026-09-11,55.0,BAQ,Ganj Basoda,2026-09-11T18:31:00+05:30,2026-09-11T20:08:00+05:30,2026-09-11T18:33:00+05:30,2026-09-11T20:11:00+05:30,97.0,98.0
12919,2026-09-11,61.0,BINA,Bina Jn,2026-09-11T19:30:00+05:30,2026-09-11T20:48:00+05:30,2026-09-11T19:35:00+05:30,2026-09-11T20:54:00+05:30,78.0,79.0
12919,2026-09-11,68.0,LAR,Lalitpur,2026-09-11T20:14:00+05:30,2026-09-11T21:56:00+05:30,2026-09-11T20:16:00+05:30,2026-09-11T21:59:00+05:30,102.0,103.0
12919,2026-09-11,77.0,BAB,Babina,2026-09-11T20:54:00+05:30,2026-09-11T22:39:00+05:30,2026-09-11T20:56:00+05:30,2026-09-11T22:42:00+05:30,105.0,106.0
12919,2026-09-11,80.0,VGLJ,Veerangana Lakshmibai Jhansi,2026-09-11T21:30:00+05:30,2026-09-11T23:04:00+05:30,2026-09-11T21:38:00+05:30,2026-09-11T23:13:00+05:30,94.0,95.0
12919,2026-09-11,82.0,DAA,Datia,2026-09-11T21:59:00+05:30,2026-09-11T23:42:00+05:30,2026-09-11T22:01:00+05:30,2026-09-11T23:44:00+05:30,103.0,103.0
12919,2026-09-11,85.0,DBA,Dabra,2026-09-11T22:22:00+05:30,2026-09-12T00:05:00+05:30,2026-09-11T22:24:00+05:30,2026-09-12T00:07:00+05:30,103.0,103.0
12919,2026-09-11,91.0,GWL,Gwalior Jn,2026-09-11T22:54:00+05:30,2026-09-12T00:43:00+05:30,2026-09-11T22:56:00+05:30,2026-09-12T00:46:00+05:30,109.0,110.0
12919,2026-09-11,97.0,MRA,Morena,2026-09-11T23:25:00+05:30,2026-09-12T01:12:00+05:30,2026-09-11T23:27:00+05:30,2026-09-12T01:14:00+05:30,107.0,107.0
12919,2026-09-11,101.0,DHO,Dhaulpur,2026-09-12T00:08:00+05:30,2026-09-12T01:36:00+05:30,2026-09-12T00:10:00+05:30,2026-09-12T01:38:00+05:30,88.0,88.0
12919,2026-09-11,105.0,AGC,Agra Cantt,2026-09-12T00:40:00+05:30,2026-09-12T02:23:00+05:30,2026-09-12T00:45:00+05:30,2026-09-12T02:28:00+05:30,103.0,103.0
12919,2026-09-11,113.0,MTJ,Mathura Jn,2026-09-12T01:23:00+05:30,2026-09-12T03:07:00+05:30,2026-09-12T01:25:00+05:30,2026-09-12T03:10:00+05:30,104.0,105.0
12919,2026-09-11,118.0,KSV,Kosi Kalan,2026-09-12T01:52:00+05:30,2026-09-12T03:38:00+05:30,2026-09-12T01:54:00+05:30,2026-09-12T03:44:00+05:30,106.0,110.0
12919,2026-09-11,123.0,PWL,Palwal,2026-09-12T02:58:00+05:30,2026-09-12T04:18:00+05:30,2026-09-12T03:00:00+05:30,2026-09-12T04:20:00+05:30,80.0,80.0
12919,2026-09-11,125.0,BVH,Ballabgarh,2026-09-12T03:16:00+05:30,,2026-09-12T03:18:00+05:30,,,
12919,2026-09-11,127.0,FDB,Faridabad,2026-09-12T03:27:00+05:30,,2026-09-12T03:29:00+05:30,,,
12919,2026-09-11,131.0,NZM,Hazrat Nizamuddin Jn,2026-09-12T03:48:00+05:30,2026-09-12T05:55:00+05:30,2026-09-12T03:50:00+05:30,2026-09-12T05:58:00+05:30,127.0,128.0
12919,2026-09-11,135.0,NDLS,New Delhi,2026-09-12T04:15:00+05:30,2026-09-12T06:41:00+05:30,2026-09-12T04:30:00+05:30,2026-09-12T06:52:00+05:30,146.0,142.0
12919,2026-09-11,146.0,SNP,Sonipat,2026-09-12T05:10:00+05:30,2026-09-12T08:14:00+05:30,2026-09-12T05:12:00+05:30,2026-09-12T08:36:00+05:30,184.0,204.0
12919,2026-09-11,153.0,PNP,Panipat Jn,2026-09-12T05:40:00+05:30,2026-09-12T09:58:00+05:30,2026-09-12T05:42:00+05:30,2026-09-12T10:00:00+05:30,258.0,258.0
12919,2026-09-11,158.0,KUN,Karnal,2026-09-12T06:04:00+05:30,2026-09-12T10:22:00+05:30,2026-09-12T06:06:00+05:30,2026-09-12T10:24:00+05:30,258.0,258.0
12919,2026-09-11,163.0,KKDE,Kurukshetra Jn,2026-09-12T06:30:00+05:30,2026-09-12T11:07:00+05:30,2026-09-12T06:32:00+05:30,2026-09-12T11:09:00+05:30,277.0,277.0
12919,2026-09-11,169.0,UMB,Ambala Cantt Jn,2026-09-12T07:30:00+05:30,2026-09-12T12:22:00+05:30,2026-09-12T07:35:00+05:30,2026-09-12T12:28:00+05:30,292.0,293.0
12919,2026-09-11,175.0,SIR,Sirhind Jn,2026-09-12T08:08:00+05:30,2026-09-12T13:10:00+05:30,2026-09-12T08:10:00+05:30,2026-09-12T13:12:00+05:30,302.0,302.0
12919,2026-09-11,177.0,KNN,Khanna,2026-09-12T08:25:00+05:30,2026-09-12T13:26:00+05:30,2026-09-12T08:27:00+05:30,2026-09-12T14:10:00+05:30,301.0,343.0
12919,2026-09-11,184.0,LDH,Ludhiana Jn,2026-09-12T09:40:00+05:30,2026-09-12T15:47:00+05:30,2026-09-12T09:50:00+05:30,2026-09-12T16:03:00+05:30,367.0,373.0
12919,2026-09-11,191.0,JRC,Jalandhar Cantt Jn,2026-09-12T10:33:00+05:30,2026-09-12T17:18:00+05:30,2026-09-12T10:36:00+05:30,2026-09-12T17:21:00+05:30,405.0,405.0
12919,2026-09-11,204.0,DZA,Dasua,2026-09-12T11:41:00+05:30,2026-09-12T18:08:00+05:30,2026-09-12T11:43:00+05:30,2026-09-12T18:10:00+05:30,387.0,387.0
12919,2026-09-11,207.0,MEX,Mukerian,2026-09-12T11:58:00+05:30,2026-09-12T18:27:00+05:30,2026-09-12T12:00:00+05:30,2026-09-12T18:29:00+05:30,389.0,389.0
12919,2026-09-11,214.0,PTKC,Pathankot Cantt,2026-09-12T12:27:00+05:30,2026-09-12T19:02:00+05:30,2026-09-12T12:30:00+05:30,2026-09-12T19:05:00+05:30,395.0,395.0
12919,2026-09-11,218.0,MSKT,Martyr Captain Sunil Kumar Choudhary Kathua,2026-09-12T13:08:00+05:30,2026-09-12T19:36:00+05:30,2026-09-12T13:10:00+05:30,2026-09-12T19:40:00+05:30,388.0,390.0
12919,2026-09-11,228.0,JAT,Jammu Tawi,2026-09-12T14:30:00+05:30,2026-09-12T20:44:00+05:30,2026-09-12T14:35:00+05:30,2026-09-12T20:51:00+05:30,374.0,376.0
12919,2026-09-11,232.0,RMJK,Ramnagar (J-K),2026-09-12T15:19:00+05:30,2026-09-12T22:06:00+05:30,2026-09-12T15:21:00+05:30,2026-09-12T22:07:00+05:30,407.0,406.0
12919,2026-09-11,233.0,MCTM,MCTM Udhampur,2026-09-12T15:43:00+05:30,2026-09-12T22:22:00+05:30,2026-09-12T15:45:00+05:30,2026-09-12T22:24:00+05:30,399.0,399.0
12919,2026-09-11,234.0,CRWL,Chak-Rakhwal,2026-09-12T15:58:00+05:30,2026-09-12T22:41:00+05:30,2026-09-12T16:00:00+05:30,2026-09-12T22:52:00+05:30,403.0,412.0
12919,2026-09-11,235.0,SVDK,Shri Mata Vaishno Devi Katra,2026-09-12T16:30:00+05:30,2026-09-12T23:11:00+05:30,,,401.0,
12919,2026-09-12,,DADN,Dr. Ambedkar Nagar,,,2026-09-12T11:50:00+05:30,2026-09-12T11:54:21+05:30,,4.0
12919,2026-09-12,,INDB,Indore Jn,2026-09-12T12:05:00+05:30,2026-09-12T12:03:57+05:30,2026-09-12T12:15:00+05:30,2026-09-12T12:27:34+05:30,0.0,13.0
12919,2026-09-12,,DWX,Dewas,2026-09-12T12:51:00+05:30,2026-09-12T12:51:40+05:30,2026-09-12T12:53:00+05:30,2026-09-12T12:56:26+05:30,1.0,3.0
12919,2026-09-12,,UJN,Ujjain Jn,2026-09-12T13:45:00+05:30,2026-09-12T13:34:27+05:30,2026-09-12T14:00:00+05:30,,0.0,
12919,2026-09-12,,MKC,Maksi,2026-09-12T14:35:00+05:30,2026-09-12T14:41:20+05:30,2026-09-12T14:36:00+05:30,2026-09-12T14:45:46+05:30,6.0,10.0
12919,2026-09-12,,BCH,Berchha,2026-09-12T14:51:00+05:30,2026-09-12T14:58:32+05:30,2026-09-12T14:53:00+05:30,2026-09-12T15:01:06+05:30,8.0,8.0
12919,2026-09-12,,AKD,Akodia,2026-09-12T15:19:00+05:30,2026-09-12T15:24:49+05:30,2026-09-12T15:20:00+05:30,2026-09-12T15:29:08+05:30,6.0,9.0
12919,2026-09-12,,SJP,Shujalpur,2026-09-12T15:32:00+05:30,2026-09-12T15:40:07+05:30,2026-09-12T15:34:00+05:30,2026-09-12T15:43:12+05:30,8.0,9.0
12919,2026-09-12,,KPP,Kalapipal,2026-09-12T15:47:00+05:30,2026-09-12T15:52:04+05:30,2026-09-12T15:48:00+05:30,2026-09-12T15:56:02+05:30,5.0,8.0
12919,2026-09-12,,SEH,Sehore,2026-09-12T16:10:00+05:30,2026-09-12T16:12:53+05:30,2026-09-12T16:11:00+05:30,2026-09-12T16:19:29+05:30,3.0,8.0
12919,2026-09-12,,SHRN,Sant Hirdaram Nagar Jn,2026-09-12T16:53:00+05:30,2026-09-12T16:48:52+05:30,2026-09-12T16:55:00+05:30,2026-09-12T16:55:00+05:30,0.0,0.0
12919,2026-09-12,,BPL,Bhopal Jn,2026-09-12T17:20:00+05:30,2026-09-12T17:25:11+05:30,2026-09-12T17:30:00+05:30,2026-09-12T17:36:43+05:30,5.0,7.0
12919,2026-09-12,,NSZ,Nishatpura,2026-09-12T17:42:00+05:30,2026-09-12T18:11:47+05:30,2026-09-12T17:44:00+05:30,2026-09-12T18:23:40+05:30,30.0,40.0
12919,2026-09-12,,BHS,Vidisha,2026-09-12T18:05:00+05:30,2026-09-12T19:09:16+05:30,2026-09-12T18:07:00+05:30,2026-09-12T19:13:22+05:30,64.0,66.0
12919,2026-09-12,,BAQ,Ganj Basoda,2026-09-12T18:31:00+05:30,2026-09-12T19:42:09+05:30,2026-09-12T18:33:00+05:30,2026-09-12T19:44:39+05:30,71.0,72.0
12919,2026-09-12,,BINA,Bina Jn,2026-09-12T19:30:00+05:30,2026-09-12T20:47:36+05:30,2026-09-12T19:35:00+05:30,2026-09-12T21:00:17+05:30,78.0,85.0
12919,2026-09-12,,LAR,Lalitpur,2026-09-12T20:14:00+05:30,2026-09-12T21:44:08+05:30,2026-09-12T20:16:00+05:30,2026-09-12T21:53:27+05:30,90.0,97.0
12919,2026-09-12,,BAB,Babina,2026-09-12T20:54:00+05:30,2026-09-12T22:28:18+05:30,2026-09-12T20:56:00+05:30,2026-09-12T22:36:09+05:30,94.0,100.0
