train_number,journey_date,station_sequence,station_code,station_name,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,arrival_delay,departure_delay
12919,2026-09-12,,VGLJ,Veerangana Lakshmibai Jhansi,2026-09-12T21:30:00+05:30,2026-09-12T23:05:56+05:30,2026-09-12T21:38:00+05:30,2026-09-12T23:21:13+05:30,96.0,103.0
12919,2026-09-12,,DAA,Datia,2026-09-12T21:59:00+05:30,2026-09-12T23:39:16+05:30,2026-09-12T22:01:00+05:30,2026-09-12T23:48:21+05:30,100.0,107.0
12919,2026-09-12,,DBA,Dabra,2026-09-12T22:22:00+05:30,2026-09-13T00:04:20+05:30,2026-09-12T22:24:00+05:30,2026-09-13T00:12:33+05:30,102.0,109.0
12919,2026-09-12,,GWL,Gwalior Jn,2026-09-12T22:54:00+05:30,2026-09-13T00:52:00+05:30,2026-09-12T22:56:00+05:30,2026-09-13T00:54:00+05:30,118.0,118.0
12919,2026-09-12,,MRA,Morena,2026-09-12T23:25:00+05:30,2026-09-13T01:23:00+05:30,2026-09-12T23:27:00+05:30,2026-09-13T01:25:00+05:30,118.0,118.0
12919,2026-09-12,,DHO,Dhaulpur,2026-09-13T00:08:00+05:30,2026-09-13T02:06:00+05:30,2026-09-13T00:10:00+05:30,2026-09-13T02:08:00+05:30,118.0,118.0
12919,2026-09-12,,AGC,Agra Cantt,2026-09-13T00:40:00+05:30,2026-09-13T02:38:00+05:30,2026-09-13T00:45:00+05:30,2026-09-13T02:43:00+05:30,118.0,118.0
12919,2026-09-12,,MTJ,Mathura Jn,2026-09-13T01:23:00+05:30,2026-09-13T03:21:00+05:30,2026-09-13T01:25:00+05:30,2026-09-13T03:23:00+05:30,118.0,118.0
12919,2026-09-12,,KSV,Kosi Kalan,2026-09-13T01:52:00+05:30,2026-09-13T03:50:00+05:30,2026-09-13T01:54:00+05:30,2026-09-13T03:52:00+05:30,118.0,118.0
12919,2026-09-12,,PWL,Palwal,2026-09-13T02:58:00+05:30,2026-09-13T04:56:00+05:30,2026-09-13T03:00:00+05:30,2026-09-13T04:58:00+05:30,118.0,118.0
12919,2026-09-12,,BVH,Ballabgarh,2026-09-13T03:16:00+05:30,2026-09-13T05:14:00+05:30,2026-09-13T03:18:00+05:30,2026-09-13T05:16:00+05:30,118.0,118.0
12919,2026-09-12,,FDB,Faridabad,2026-09-13T03:27:00+05:30,2026-09-13T05:25:00+05:30,2026-09-13T03:29:00+05:30,2026-09-13T05:27:00+05:30,118.0,118.0
12919,2026-09-12,,NZM,Hazrat Nizamuddin Jn,2026-09-13T03:48:00+05:30,2026-09-13T05:46:00+05:30,2026-09-13T03:50:00+05:30,2026-09-13T05:48:00+05:30,118.0,118.0
12919,2026-09-12,,NDLS,New Delhi,2026-09-13T04:15:00+05:30,2026-09-13T06:13:00+05:30,2026-09-13T04:30:00+05:30,2026-09-13T06:28:00+05:30,118.0,118.0
12919,2026-09-12,,SNP,Sonipat,2026-09-13T05:10:00+05:30,2026-09-13T07:08:00+05:30,2026-09-13T05:12:00+05:30,2026-09-13T07:10:00+05:30,118.0,118.0
12919,2026-09-12,,PNP,Panipat Jn,2026-09-13T05:40:00+05:30,2026-09-13T07:38:00+05:30,2026-09-13T05:42:00+05:30,2026-09-13T07:40:00+05:30,118.0,118.0
12919,2026-09-12,,KUN,Karnal,2026-09-13T06:04:00+05:30,2026-09-13T08:02:00+05:30,2026-09-13T06:06:00+05:30,2026-09-13T08:04:00+05:30,118.0,118.0
12919,2026-09-12,,KKDE,Kurukshetra Jn,2026-09-13T06:30:00+05:30,2026-09-13T08:28:00+05:30,2026-09-13T06:32:00+05:30,2026-09-13T08:30:00+05:30,118.0,118.0
12919,2026-09-12,,UMB,Ambala Cantt Jn,2026-09-13T07:30:00+05:30,2026-09-13T09:28:00+05:30,2026-09-13T07:35:00+05:30,2026-09-13T09:33:00+05:30,118.0,118.0
12919,2026-09-12,,SIR,Sirhind Jn,2026-09-13T08:08:00+05:30,2026-09-13T10:06:00+05:30,2026-09-13T08:10:00+05:30,2026-09-13T10:08:00+05:30,118.0,118.0
12919,2026-09-12,,KNN,Khanna,2026-09-13T08:25:00+05:30,2026-09-13T10:23:00+05:30,2026-09-13T08:27:00+05:30,2026-09-13T10:25:00+05:30,118.0,118.0
12919,2026-09-12,,LDH,Ludhiana Jn,2026-09-13T09:40:00+05:30,2026-09-13T11:38:00+05:30,2026-09-13T09:50:00+05:30,2026-09-13T11:48:00+05:30,118.0,118.0
12919,2026-09-12,,JRC,Jalandhar Cantt Jn,2026-09-13T10:33:00+05:30,2026-09-13T12:31:00+05:30,2026-09-13T10:36:00+05:30,2026-09-13T12:34:00+05:30,118.0,118.0
12919,2026-09-12,,DZA,Dasua,2026-09-13T11:41:00+05:30,2026-09-13T13:39:00+05:30,2026-09-13T11:43:00+05:30,2026-09-13T13:41:00+05:30,118.0,118.0
12919,2026-09-12,,MEX,Mukerian,2026-09-13T11:58:00+05:30,2026-09-13T13:56:00+05:30,2026-09-13T12:00:00+05:30,2026-09-13T13:58:00+05:30,118.0,118.0
12919,2026-09-12,,PTKC,Pathankot Cantt,2026-09-13T12:27:00+05:30,2026-09-13T14:25:00+05:30,2026-09-13T12:30:00+05:30,2026-09-13T14:28:00+05:30,118.0,118.0
12919,2026-09-12,,MSKT,Martyr Captain Sunil Kumar Choudhary Kathua,2026-09-13T13:08:00+05:30,2026-09-13T15:06:00+05:30,2026-09-13T13:10:00+05:30,2026-09-13T15:08:00+05:30,118.0,118.0
12919,2026-09-12,,JAT,Jammu Tawi,2026-09-13T14:30:00+05:30,2026-09-13T16:28:00+05:30,2026-09-13T14:35:00+05:30,2026-09-13T16:33:00+05:30,118.0,118.0
12919,2026-09-12,,RMJK,Ramnagar (J-K),2026-09-13T15:19:00+05:30,2026-09-13T17:17:00+05:30,2026-09-13T15:21:00+05:30,2026-09-13T17:19:00+05:30,118.0,118.0
12919,2026-09-12,,MCTM,MCTM Udhampur,2026-09-13T15:43:00+05:30,2026-09-13T17:41:00+05:30,2026-09-13T15:45:00+05:30,2026-09-13T17:43:00+05:30,118.0,118.0
12919,2026-09-12,,CRWL,Chak-Rakhwal,2026-09-13T15:58:00+05:30,2026-09-13T17:56:00+05:30,2026-09-13T16:00:00+05:30,2026-09-13T17:58:00+05:30,118.0,118.0
12919,2026-09-12,,SVDK,Shri Mata Vaishno Devi Katra,2026-09-13T16:30:00+05:30,2026-09-13T18:28:00+05:30,,,118.0,
12920,2026-09-11,1.0,SVDK,Shri Mata Vaishno Devi Katra,,,2026-09-11T08:35:00+05:30,2026-09-11T08:35:00+05:30,,0.0
12920,2026-09-11,2.0,CRWL,Chak-Rakhwal,2026-09-11T08:49:00+05:30,2026-09-11T08:59:00+05:30,2026-09-11T08:51:00+05:30,,10.0,
12920,2026-09-11,3.0,MCTM,MCTM Udhampur,2026-09-11T09:08:00+05:30,2026-09-11T09:17:00+05:30,2026-09-11T09:10:00+05:30,2026-09-11T09:19:00+05:30,9.0,9.0
12920,2026-09-11,4.0,RMJK,Ramnagar (J-K),2026-09-11T09:24:00+05:30,2026-09-11T09:35:00+05:30,2026-09-11T09:26:00+05:30,2026-09-11T09:36:00+05:30,11.0,10.0
12920,2026-09-11,8.0,JAT,Jammu Tawi,2026-09-11T10:20:00+05:30,2026-09-11T10:27:00+05:30,2026-09-11T10:30:00+05:30,2026-09-11T10:34:00+05:30,7.0,4.0
12920,2026-09-11,18.0,MSKT,Martyr Captain Sunil Kumar Choudhary Kathua,2026-09-11T11:35:00+05:30,2026-09-11T11:38:00+05:30,2026-09-11T11:37:00+05:30,2026-09-11T11:40:00+05:30,3.0,3.0
12920,2026-09-11,22.0,PTKC,Pathankot Cantt,2026-09-11T12:15:00+05:30,2026-09-11T12:15:00+05:30,2026-09-11T12:18:00+05:30,2026-09-11T12:18:00+05:30,0.0,0.0
12920,2026-09-11,29.0,MEX,Mukerian,2026-09-11T12:51:00+05:30,2026-09-11T12:55:00+05:30,2026-09-11T12:53:00+05:30,2026-09-11T12:58:00+05:30,4.0,5.0
12920,2026-09-11,32.0,DZA,Dasua,2026-09-11T13:08:00+05:30,2026-09-11T13:14:00+05:30,2026-09-11T13:10:00+05:30,2026-09-11T13:17:00+05:30,6.0,7.0
12920,2026-09-11,45.0,JRC,Jalandhar Cantt Jn,2026-09-11T14:15:00+05:30,2026-09-11T14:21:00+05:30,2026-09-11T14:18:00+05:30,2026-09-11T14:24:00+05:30,6.0,6.0
12920,2026-09-11,52.0,LDH,Ludhiana Jn,2026-09-11T15:05:00+05:30,2026-09-11T15:03:00+05:30,2026-09-11T15:15:00+05:30,2026-09-11T15:21:00+05:30,-2.0,6.0
12920,2026-09-11,59.0,KNN,Khanna,2026-09-11T15:58:00+05:30,2026-09-11T15:56:00+05:30,2026-09-11T16:00:00+05:30,2026-09-11T16:00:00+05:30,-2.0,0.0
12920,2026-09-11,61.0,SIR,Sirhind Jn,2026-09-11T16:14:00+05:30,2026-09-11T16:14:00+05:30,2026-09-11T16:16:00+05:30,2026-09-11T16:16:00+05:30,0.0,0.0
12920,2026-09-11,67.0,UMB,Ambala Cantt Jn,2026-09-11T17:00:00+05:30,2026-09-11T17:00:00+05:30,2026-09-11T17:05:00+05:30,2026-09-11T17:05:00+05:30,0.0,0.0
12920,2026-09-11,73.0,KKDE,Kurukshetra Jn,2026-09-11T17:35:00+05:30,2026-09-11T17:40:00+05:30,2026-09-11T17:37:00+05:30,2026-09-11T17:42:00+05:30,5.0,5.0
12920,2026-09-11,78.0,KUN,Karnal,2026-09-11T18:00:00+05:30,2026-09-11T18:04:00+05:30,2026-09-11T18:02:00+05:30,2026-09-11T18:06:00+05:30,4.0,4.0
12920,2026-09-11,83.0,PNP,Panipat Jn,2026-09-11T18:24:00+05:30,2026-09-11T18:33:00+05:30,2026-09-11T18:26:00+05:30,2026-09-11T18:48:00+05:30,9.0,22.0
12920,2026-09-11,90.0,SNP,Sonipat,2026-09-11T18:54:00+05:30,2026-09-11T19:23:00+05:30,2026-09-11T18:56:00+05:30,2026-09-11T19:26:00+05:30,29.0,30.0
12920,2026-09-11,99.0,SZM,Subzi Mandi,2026-09-11T19:36:00+05:30,2026-09-11T19:58:00+05:30,2026-09-11T19:38:00+05:30,2026-09-11T20:00:00+05:30,22.0,22.0
12920,2026-09-11,101.0,NDLS,New Delhi,2026-09-11T20:15:00+05:30,2026-09-11T20:19:00+05:30,2026-09-11T20:30:00+05:30,2026-09-11T21:36:00+05:30,4.0,66.0
12920,2026-09-11,109.0,FDB,Faridabad,2026-09-11T21:01:00+05:30,,2026-09-11T21:03:00+05:30,,,
12920,2026-09-11,111.0,BVH,Ballabgarh,2026-09-11T21:12:00+05:30,2026-09-11T22:39:00+05:30,2026-09-11T21:14:00+05:30,2026-09-11T22:46:00+05:30,87.0,92.0
12920,2026-09-11,113.0,PWL,Palwal,2026-09-11T21:40:00+05:30,2026-09-11T23:03:00+05:30,2026-09-11T21:42:00+05:30,2026-09-11T23:07:00+05:30,83.0,85.0
12920,2026-09-11,118.0,KSV,Kosi Kalan,2026-09-11T22:08:00+05:30,2026-09-11T23:35:00+05:30,2026-09-11T22:10:00+05:30,2026-09-11T23:37:00+05:30,87.0,87.0
12920,2026-09-11,123.0,MTJ,Mathura Jn,2026-09-11T22:38:00+05:30,2026-09-12T00:14:00+05:30,2026-09-11T22:40:00+05:30,2026-09-12T00:17:00+05:30,96.0,97.0
12920,2026-09-11,131.0,AGC,Agra Cantt,2026-09-11T23:15:00+05:30,2026-09-12T00:57:00+05:30,2026-09-11T23:20:00+05:30,2026-09-12T01:01:00+05:30,102.0,101.0
12920,2026-09-11,135.0,DHO,Dhaulpur,2026-09-12T00:13:00+05:30,2026-09-12T01:41:00+05:30,2026-09-12T00:15:00+05:30,2026-09-12T01:43:00+05:30,88.0,88.0
12920,2026-09-11,139.0,MRA,Morena,2026-09-12T00:50:00+05:30,2026-09-12T02:03:00+05:30,2026-09-12T00:52:00+05:30,2026-09-12T02:06:00+05:30,73.0,74.0
12920,2026-09-11,145.0,GWL,Gwalior Jn,2026-09-12T01:20:00+05:30,2026-09-12T02:40:00+05:30,2026-09-12T01:22:00+05:30,2026-09-12T02:52:00+05:30,80.0,90.0
12920,2026-09-11,151.0,DBA,Dabra,2026-09-12T02:02:00+05:30,2026-09-12T03:33:00+05:30,2026-09-12T02:04:00+05:30,2026-09-12T03:35:00+05:30,91.0,91.0
12920,2026-09-11,154.0,DAA,Datia,2026-09-12T02:28:00+05:30,2026-09-12T04:00:00+05:30,2026-09-12T02:30:00+05:30,2026-09-12T04:02:00+05:30,92.0,92.0
12920,2026-09-11,156.0,VGLJ,Veerangana Lakshmibai Jhansi,2026-09-12T03:05:00+05:30,2026-09-12T04:23:00+05:30,2026-09-12T03:13:00+05:30,2026-09-12T04:31:00+05:30,78.0,78.0
12920,2026-09-11,159.0,BAB,Babina,2026-09-12T03:37:00+05:30,2026-09-12T04:57:00+05:30,2026-09-12T03:39:00+05:30,2026-09-12T04:59:00+05:30,80.0,80.0
12920,2026-09-11,168.0,LAR,Lalitpur,2026-09-12T04:21:00+05:30,2026-09-12T05:43:00+05:30,2026-09-12T04:23:00+05:30,2026-09-12T05:46:00+05:30,82.0,83.0
12920,2026-09-11,175.0,BINA,Bina Jn,2026-09-12T05:30:00+05:30,2026-09-12T06:28:00+05:30,2026-09-12T05:35:00+05:30,2026-09-12T06:32:00+05:30,58.0,57.0
12920,2026-09-11,181.0,BAQ,Ganj Basoda,2026-09-12T06:06:00+05:30,2026-09-12T07:08:00+05:30,2026-09-12T06:08:00+05:30,2026-09-12T07:10:00+05:30,62.0,62.0
12920,2026-09-11,186.0,BHS,Vidisha,2026-09-12T06:33:00+05:30,2026-09-12T07:36:00+05:30,2026-09-12T06:35:00+05:30,2026-09-12T07:39:00+05:30,63.0,64.0
12920,2026-09-11,192.0,NSZ,Nishatpura,2026-09-12T07:30:00+05:30,2026-09-12T08:16:00+05:30,2026-09-12T07:32:00+05:30,2026-09-12T08:24:00+05:30,46.0,52.0
12920,2026-09-11,193.0,BPL,Bhopal Jn,2026-09-12T07:45:00+05:30,2026-09-12T08:34:00+05:30,2026-09-12T08:05:00+05:30,2026-09-12T09:37:00+05:30,49.0,92.0
12920,2026-09-11,194.0,SHRN,Sant Hirdaram Nagar Jn,2026-09-12T08:26:00+05:30,2026-09-12T09:55:00+05:30,2026-09-12T08:28:00+05:30,2026-09-12T09:58:00+05:30,89.0,90.0
12920,2026-09-11,198.0,SEH,Sehore,2026-09-12T08:38:00+05:30,2026-09-12T10:25:00+05:30,2026-09-12T08:39:00+05:30,2026-09-12T10:31:00+05:30,107.0,112.0
12920,2026-09-11,202.0,KPP,Kalapipal,2026-09-12T09:05:00+05:30,2026-09-12T10:53:00+05:30,2026-09-12T09:06:00+05:30,2026-09-12T10:55:00+05:30,108.0,109.0
12920,2026-09-11,204.0,SJP,Shujalpur,2026-09-12T09:18:00+05:30,2026-09-12T11:06:00+05:30,2026-09-12T09:20:00+05:30,2026-09-12T11:08:00+05:30,108.0,108.0
12920,2026-09-11,206.0,AKD,Akodia,2026-09-12T09:33:00+05:30,2026-09-12T11:20:00+05:30,2026-09-12T09:34:00+05:30,2026-09-12T11:22:00+05:30,107.0,108.0
12920,2026-09-11,210.0,BCH,Berchha,2026-09-12T10:00:00+05:30,2026-09-12T11:45:00+05:30,2026-09-12T10:02:00+05:30,2026-09-12T11:48:00+05:30,105.0,106.0
12920,2026-09-11,212.0,MKC,Maksi,2026-09-12T10:29:00+05:30,2026-09-12T12:09:00+05:30,2026-09-12T10:30:00+05:30,2026-09-12T12:11:00+05:30,100.0,101.0
12920,2026-09-11,217.0,UJN,Ujjain Jn,2026-09-12T11:20:00+05:30,2026-09-12T13:00:00+05:30,2026-09-12T11:35:00+05:30,2026-09-12T13:47:00+05:30,100.0,132.0
12920,2026-09-11,223.0,DWX,Dewas,2026-09-12T12:30:00+05:30,2026-09-12T14:27:00+05:30,2026-09-12T12:32:00+05:30,2026-09-12T14:32:00+05:30,117.0,120.0
12920,2026-09-11,229.0,INDB,Indore Jn,2026-09-12T13:35:00+05:30,2026-09-12T15:05:00+05:30,2026-09-12T13:45:00+05:30,2026-09-12T15:23:00+05:30,90.0,98.0
12920,2026-09-11,235.0,DADN,Dr. Ambedkar Nagar,2026-09-12T14:25:00+05:30,2026-09-12T15:45:00+05:30,,,80.0,
12951,2026-09-11,1.0,MMCT,Mumbai Central,,,2026-09-11T17:00:00+05:30,2026-09-11T17:01:00+05:30,,1.0
12951,2026-09-11,19.0,BVI,Borivali,2026-09-11T17:20:00+05:30,2026-09-11T17:36:00+05:30,2026-09-11T17:22:00+05:30,2026-09-11T17:39:00+05:30,16.0,17.0
12951,2026-09-11,60.0,ST,Surat,2026-09-11T19:43:00+05:30,2026-09-11T19:51:00+05:30,2026-09-11T19:48:00+05:30,2026-09-11T19:57:00+05:30,8.0,9.0
12951,2026-09-11,84.0,BRC,Vadodara Jn,2026-09-11T21:06:00+05:30,2026-09-11T21:15:00+05:30,2026-09-11T21:16:00+05:30,2026-09-11T21:24:00+05:30,9.0,8.0
12951,2026-09-11,120.0,RTM,Ratlam Jn,2026-09-12T00:25:00+05:30,2026-09-12T00:31:00+05:30,2026-09-12T00:28:00+05:30,2026-09-12T00:35:00+05:30,6.0,7.0
12951,2026-09-11,125.0,NAD,Nagda Jn,2026-09-12T01:08:00+05:30,2026-09-12T01:13:00+05:30,2026-09-12T01:10:00+05:30,2026-09-12T01:15:00+05:30,5.0,5.0
12951,2026-09-11,152.0,KOTA,Kota Jn,2026-09-12T03:15:00+05:30,2026-09-12T03:24:00+05:30,2026-09-12T03:20:00+05:30,2026-09-12T03:31:00+05:30,9.0,11.0
12951,2026-09-11,215.0,NDLS,New Delhi,2026-09-12T08:32:00+05:30,2026-09-12T08:35:00+05:30,,,3.0,
12952,2026-09-11,1.0,NDLS,New Delhi,,,2026-09-11T16:55:00+05:30,2026-09-11T17:46:00+05:30,,51.0
12952,2026-09-11,64.0,KOTA,Kota Jn,2026-09-11T21:30:00+05:30,2026-09-11T22:40:00+05:30,2026-09-11T21:40:00+05:30,2026-09-11T22:51:00+05:30,70.0,71.0
12952,2026-09-11,91.0,NAD,Nagda Jn,2026-09-11T23:57:00+05:30,2026-09-12T01:05:00+05:30,2026-09-11T23:59:00+05:30,2026-09-12T01:07:00+05:30,68.0,68.0
12952,2026-09-11,96.0,RTM,Ratlam Jn,2026-09-12T00:30:00+05:30,2026-09-12T01:44:00+05:30,2026-09-12T00:33:00+05:30,2026-09-12T01:48:00+05:30,74.0,75.0
12952,2026-09-11,132.0,BRC,Vadodara Jn,2026-09-12T03:40:00+05:30,2026-09-12T04:47:00+05:30,2026-09-12T03:50:00+05:30,2026-09-12T04:58:00+05:30,67.0,68.0
12952,2026-09-11,156.0,ST,Surat,2026-09-12T05:13:00+05:30,2026-09-12T06:20:00+05:30,2026-09-12T05:18:00+05:30,2026-09-12T06:30:00+05:30,67.0,72.0
12952,2026-09-11,197.0,BVI,Borivali,2026-09-12T07:38:00+05:30,,2026-09-12T07:40:00+05:30,,,
12952,2026-09-11,215.0,MMCT,Mumbai Central,2026-09-12T08:35:00+05:30,2026-09-12T09:40:00+05:30,,,65.0,
